it	post	prior	lik	shape	rate	mean_bm
0	-3329.106905	0.121306131943	-3329.22821113	5	5	1.0
10	-973.345502986	0.139721949839	-973.485224936	6.057968641551743	1.6066177794501195	3.7706346332262934
20	-173.519862091	0.13694211846	-173.656804209	8.87179330831845	0.43319409769636663	20.479949647275312
30	-131.739562101	0.122760969092	-131.862323071	13.093176969534541	0.43319409769636663	30.224735376500394
40	-112.03713171	0.11681267441	-112.153944385	15.581685790622338	0.43319409769636663	35.96929384191152
50	-91.652846541	0.111245891172	-91.7640924321	18.65276163920396	0.43319409769636663	43.058669862759785
60	-30.3619927905	0.113388502851	-30.4753812934	18.6605565336752	0.21068133680601658	88.572423246283
70	-29.4529306924	0.112454950385	-29.5653856428	19.33675434270522	0.20270251601669734	95.39474261440535
80	-29.1981888064	0.111021942376	-29.3092107488	20.380262005918514	0.20270251601669734	100.54271849412919
90	-29.5918653866	0.109649820385	-29.7015152069	21.529750358561287	0.19835350673125723	108.54232281222662
100	-29.9769305341	0.108921435223	-30.0858519693	22.177452032600247	0.19835350673125723	111.80771340053877
110	-29.5978502335	0.109635640803	-29.7074858743	21.541967057234142	0.19835350673125723	108.60391334760044
120	-30.334055543	0.108430604884	-30.4424861479	22.638840033661285	0.19835350673125723	114.1338028590234
130	-29.8980355454	0.109048208729	-30.0070837542	22.061663311160373	0.19835350673125723	111.22396409684356
140	-29.3348976304	0.110481524606	-29.445379155	20.838097048851203	0.19835350673125723	105.05534987634007
150	-29.2910119025	0.110733008071	-29.4017449106	20.63804401009209	0.19835350673125723	104.04678167880294
160	-29.4390788668	0.112885121639	-29.5519639884	19.07229980839147	0.19835350673125723	96.15307600400487
170	-29.6134428656	0.109599315476	-29.7230421811	21.573332121901636	0.19835350673125723	108.76204044696144
180	-29.2818304739	0.110799551327	-29.3926300252	20.585772223206536	0.19835350673125723	103.78325325549972
190	-30.0688092736	0.114565500698	-30.1833747743	18.000239380374413	0.19835350673125723	90.74827905494183
200	-29.6102985158	0.109606570688	-29.7199050865	21.567059750066157	0.19835350673125723	108.73041825918747
210	-30.9464087741	0.107780718479	-31.0541894926	23.284455184718624	0.19835350673125723	117.38867423335238
220	-29.9858834255	0.108907564331	-30.0947909898	22.19020278316887	0.19835350673125723	111.87199636068779
230	-29.3043371811	0.112225732914	-29.416562914	19.526520502452815	0.19835350673125723	98.44303145549459
240	-29.4862018602	0.113059537703	-29.5992613979	18.95552538096603	0.19835350673125723	95.5643572596287
250	-29.7679898084	0.118396876124	-29.8863866845	16.10528178793593	0.15939668533080703	101.03900061981538
260	-29.7633357462	0.117990809139	-29.8813265553	16.31063081461908	0.15939668533080703	102.32728981012681
270	-30.6882860961	0.114388609526	-30.8026747056	18.34461983526893	0.15939668533080703	115.08783759961547
280	-30.2196675665	0.111899796732	-30.3315673632	19.91181891825406	0.17691571382437093	112.54974749174099
290	-29.536585328	0.115419919503	-29.6520052475	17.618015851608007	0.17691571382437093	99.58423404434211
300	-29.6175730103	0.113602897455	-29.7311759077	18.73631551298188	0.17691571382437093	105.9053212852643
310	-31.9553099682	0.109773080249	-32.0650830485	21.605058650663285	0.17691571382437093	122.1206312521861
320	-31.1039995013	0.110624944867	-31.2146244461	20.892055102708547	0.17691571382437093	118.0904434721308
