it	post	prior	lik	shape	rate	mean_bm
0	-3102.40666309	0.123328548397	-3102.52999164	5	4.671998447191829	1.0702058351507633
10	-2379.34069536	0.105834370211	-2379.44652973	9.786449192300912	3.8195805410336763	2.562179036982016
20	-65.5476489444	0.134609552849	-65.6822584973	9.962359565736698	0.2344390966048852	42.494446148318346
30	-46.3025555424	0.122828458465	-46.4253840009	13.804879674675735	0.2344390966048852	58.88471622095506
40	-34.6475935978	0.11457562373	-34.7621692216	17.78285807009558	0.2344390966048852	75.8527836338925
50	-31.3131851373	0.111508506651	-31.424693644	19.786460503143573	0.2344390966048852	84.39915009777967
60	-29.8035064095	0.109619541549	-29.9131259511	21.255554160031657	0.2344390966048852	90.66556930073385
70	-29.9366547072	0.109819360991	-30.0464740682	21.089540129424556	0.2344390966048852	89.95743642950505
80	-29.5631636721	0.109341777461	-29.6725054495	21.500310002828762	0.23332878934242648	92.14598019996383
90	-29.0306859632	0.108107460844	-29.138793424	22.620442839995544	0.23332878934242648	96.94664299139892
100	-29.3128697317	0.105690274134	-29.4185600059	25.26159818254773	0.23332878934242648	108.26610061167612
110	-28.8918556495	0.107090238651	-28.9989458882	23.648312176333214	0.23332878934242648	101.35188307872136
120	-28.9665992647	0.107849670056	-29.0744489347	22.871107137115462	0.23332878934242648	98.02093947159901
130	-29.3626809496	0.105612226823	-29.4682931764	25.359678817081136	0.23332878934242648	108.68645437432076
140	-28.8978134657	0.106961987881	-29.0047754536	23.785739761462025	0.23332878934242648	101.94086991363407
150	-28.8910737472	0.107180174353	-28.9982539215	23.55305555655732	0.23332878934242648	100.94363247216592
160	-28.9416176524	0.106627125085	-29.0482447774	24.153728666325282	0.23332878934242648	103.51799593353213
170	-28.9589419818	0.106544921044	-29.0654869028	24.24617339301699	0.23332878934242648	103.91419533503864
180	-28.954245734	0.107789240585	-29.0620349746	22.930786425149734	0.23332878934242648	98.27671282988223
190	-29.3161385627	0.105684994699	-29.4218235574	25.268202502476672	0.23332878934242648	108.29440539115728
200	-30.0714565783	0.104815937042	-30.1762725154	26.419515173284758	0.23332878934242648	113.22869864340767
210	-28.7017659532	0.104837481798	-28.806603435	26.07079885584484	0.2570226022182063	101.43387636279292
220	-29.0073422161	0.106148447399	-29.1134906635	24.434663685552	0.2570226022182063	95.06815149590436
230	-28.8839178195	0.105865311483	-28.989783131	24.766065861950015	0.2570226022182063	96.35754073069494
240	-29.4759598645	0.103345554194	-29.5793054187	28.330980666861926	0.2570226022182063	110.22758474295415
250	-28.8301789736	0.104249349623	-28.9344283232	26.901867304399836	0.2570226022182063	104.66732136483768
260	-29.397439787	0.103420690661	-29.5008604777	28.204072103542416	0.2570226022182063	109.73382052835107
270	-29.0980831814	0.103766217871	-29.2018493993	27.640342547654097	0.2570226022182063	107.54051320431377
280	-28.7329438624	0.104584934166	-28.8375287966	26.419238865911737	0.2570226022182063	102.7895548403265
290	-28.9741559639	0.103954649396	-29.0781106133	27.345800841220758	0.2570226022182063	106.39453731000981
300	-29.4319869523	0.103387034428	-29.5353739867	28.260719806123145	0.2570226022182063	109.95422022118679
310	-29.8033950144	0.103074319279	-29.9064693337	28.802993452927446	0.2570226022182063	112.06404885930759
320	-30.3585841133	0.102712920979	-30.4612970342	29.468663279022536	0.2570226022182063	114.6539760499519
330	-30.9718078036	0.10239738016	-31.0742051838	30.088464803185108	0.2570226022182063	117.06544305251681
340	-32.4127152953	0.101840314628	-32.5145556099	31.28625808768848	0.2570226022182063	121.72570745792686
350	-31.5920570683	0.101987833352	-31.6940449016	30.904694178834582	0.25935708045601974	119.15886053504222
360	-29.1952844418	0.103451721379	-29.2987361631	28.11421359098048	0.25935708045601974	108.39963783347694
370	-29.6366913697	0.103030649588	-29.7397220193	28.840341607020136	0.25935708045601974	111.19936095945803
380	-29.3312386252	0.103304411191	-29.4345430364	28.36229455408406	0.25935708045601974	109.35616064236801
390	-28.6850584009	0.104880646155	-28.7899390471	25.981820319668863	0.25935708045601974	100.17779454482528
400	-28.6860029642	0.104895197889	-28.790898162	25.962282928914174	0.25935708045601974	100.10246446044764
410	-31.4955044711	0.108809093732	-31.6043135648	21.742516531598138	0.25935708045601974	83.83236152014406
420	-32.8372699884	0.109894767753	-32.9471647562	20.830484869165012	0.25935708045601974	80.31585192329972
430	-34.5185328613	0.111121330272	-34.6296541916	19.89121470394297	0.25935708045601974	76.69431915631085
440	-30.4960604594	0.107886741943	-30.6039472013	22.58858336750988	0.25935708045601974	87.09453132258065
450	-30.8157001615	0.108197024977	-30.9238971865	22.295900891650394	0.25935708045601974	85.96603899322194
460	-30.7441359605	0.10812903561	-30.8522649962	22.359304757832735	0.25935708045601974	86.21050452341244
470	-30.7734306318	0.108156962961	-30.8815875948	22.333212281263794	0.25935708045601974	86.10990007288785
480	-28.9738559388	0.105899917538	-29.0797558563	24.698039693278215	0.25935708045601974	95.2279369040259
490	-29.3604764468	0.105960826626	-29.4664372734	24.54494428436057	0.26650336582485057	92.0999410584999
500	-29.6994127785	0.106379789195	-29.8057925677	24.06876823374303	0.26650336582485057	90.31318669934298
510	-28.7895716152	0.104972634993	-28.8945442502	25.76696990461986	0.26650336582485057	96.6853451357693
520	-28.9204706727	0.103242847525	-29.0237135202	28.34858665179984	0.26650336582485057	106.3723400417798
530	-28.7267652835	0.103627648897	-28.8303929324	27.713920126494447	0.26650336582485057	103.99088221913262
540	-28.9039084627	0.105231316034	-29.0091397787	25.432371464621557	0.26650336582485057	95.42983213703964
550	-28.630023229	0.104189073351	-28.7342123024	26.854707906411853	0.26650336582485057	100.76686207430907
560	-28.6502170103	0.104458932168	-28.7546759424	26.466587417245414	0.26650336582485057	99.31051840688419
570	-28.6514334034	0.103919365514	-28.7553527689	27.25827200445373	0.26650336582485057	102.28115476173092
580	-28.7287388352	0.104798989335	-28.8335378246	25.998025700075353	0.26650336582485057	97.55233529456281
590	-28.9829745584	0.103152891317	-29.0861274497	28.502949308466302	0.26650336582485057	106.95155470268547
600	-29.1253051976	0.102977659816	-29.2282828574	28.81066120388428	0.26650336582485057	108.10618137865852
610	-29.2489981458	0.102848186049	-29.3518463318	29.044262700079184	0.26650336582485057	108.9827237648002
620	-29.6379312801	0.102521731295	-29.7404530114	29.65869379837572	0.26650336582485057	111.28825223868952
630	-31.5489528024	0.103813306224	-31.6527661086	27.930496035677084	0.23372139609085726	119.50337668195057
640	-29.3774431785	0.105549257706	-29.4829924362	25.43463688351615	0.23372139609085726	108.82459761462593
650	-28.9542211241	0.107764079709	-29.0619852038	22.951932427667092	0.23372139609085726	98.20210221038008
660	-29.222282158	0.105804230561	-29.3280863885	25.115369216973008	0.23372139609085726	107.45857947558046
670	-28.9099817982	0.106763092692	-29.0167448909	23.998445823019104	0.23372139609085726	102.67971278799783
680	-28.8966565012	0.107334317403	-29.0039908186	23.39387940167516	0.23313091103329583	100.34653619285191
690	-29.4892446798	0.109228191768	-29.5984728715	21.59997943503077	0.23313091103329583	92.65171803813632
700	-28.9667771387	0.106538213092	-29.0733153518	24.25594081483707	0.23313091103329583	104.04429299970792
710	-29.3162613018	0.108883190508	-29.4251444923	21.903700132150874	0.23313091103329583	93.95450837071786
720	-28.9946558377	0.107986235291	-29.102642073	22.739413361689987	0.23313091103329583	97.53924634405232
730	-29.0250261716	0.106330277676	-29.1313564493	24.49390282194727	0.23313091103329583	105.06501567460114
740	-29.1279895314	0.107122411331	-29.2351119428	23.705945375918756	0.224512043939396	105.58874686614966
750	-29.2834029365	0.109653127573	-29.3930560641	21.308836689487418	0.224512043939396	94.91177540230069
760	-31.6929138383	0.113227778767	-31.806141617	18.67698154157981	0.224512043939396	83.18921877804208
770	-29.1754002036	0.109343674015	-29.2847438776	21.572924572146885	0.224512043939396	96.08805030508833
780	-29.1949999917	0.10693973293	-29.3019397247	23.903416823976865	0.224512043939396	106.46830523902437
790	-29.2362067669	0.109524992551	-29.3457317594	21.417342478623983	0.224512043939396	95.39507147512009
800	-29.8960515597	0.105852045636	-30.0019036053	25.167502207413467	0.224512043939396	112.09867304137632
810	-29.6383466343	0.106162323435	-29.7445089577	24.790325040695915	0.224512043939396	110.41868670256162
820	-29.0157226954	0.108670809072	-29.1243935045	22.17241300344407	0.224512043939396	98.75823414368458
830	-30.4489592991	0.111749054004	-30.5607083531	19.68528445836208	0.22421171969337542	87.7977497576087
840	-31.1089222921	0.112596276537	-31.2215185687	19.096349653799294	0.22421171969337542	85.17105921097628
850	-29.2745746443	0.109659416935	-29.3842340613	21.30601329891212	0.22421171969337542	95.02631409298998
860	-31.380426289	0.112916225618	-31.4933425146	18.882663492925943	0.22421171969337542	84.21800394176206
870	-29.5659191669	0.110321816293	-29.6762409832	20.763276070510155	0.22421171969337542	92.60566797714824
880	-29.5578558888	0.110323409078	-29.6681792978	20.99491760560519	0.19472963930850937	107.81572687218419
890	-29.3584168534	0.112851132217	-29.4712679857	19.11922925425625	0.19472963930850937	98.18345744463551
900	-29.378302644	0.110972431166	-29.4892750752	20.478738681606675	0.19472963930850937	105.16498029949254
910	-29.2908240465	0.112207327059	-29.4030313735	19.564605821872586	0.19472963930850937	100.4706109010784
920	-29.2854276695	0.111829303138	-29.3972569726	19.83566998539557	0.19472963930850937	101.86261349752719
930	-31.1637804754	0.108037900554	-31.271818376	23.059548039337013	0.19472963930850937	118.41827531351746
940	-29.3199750086	0.112567694745	-29.4325427034	19.31286827431368	0.19472963930850937	99.17785676024583
950	-30.5284804054	0.108685105513	-30.637165511	22.430373273669638	0.19472963930850937	115.18725836149314
960	-29.5886963394	0.110239435983	-29.6989357754	21.0636925769988	0.19472963930850937	108.16890870746019
970	-29.4492143326	0.11331588275	-29.5625302154	18.809617813922486	0.19472963930850937	96.59350205092552
980	-29.2943014551	0.112270788046	-29.4065722432	19.519812443067455	0.19472963930850937	100.24058233961136
990	-29.2854002942	0.112052459054	-29.3974527533	19.674767788322097	0.19472963930850937	101.0363284099317
1000	-29.4024175127	0.11085924396	-29.5132767566	20.566861793252137	0.19472963930850937	105.61752112459953
1010	-29.7109114934	0.114205240671	-29.825116734	18.242599513415378	0.19472963930850937	93.68167875314401
1020	-29.3463590949	0.111149505678	-29.4575086006	20.34241454042071	0.19472963930850937	104.46491151864306
1030	-29.5060579489	0.110477149262	-29.6165350982	20.870215325488388	0.19472963930850937	107.17534012592604
1040	-29.5022709017	0.110489129378	-29.6127600311	20.860562969137654	0.19472963930850937	107.12577213830478
1050	-29.3050388339	0.111478365106	-29.416517199	20.094063434153863	0.19472963930850937	103.18954785469982
1060	-29.648126033	0.11402200361	-29.7621480366	18.35682350375392	0.19472963930850937	94.26825607513851
1070	-29.7916440426	0.111142231224	-29.9027862738	20.410848486891428	0.1863802763021118	109.5118479908604
1080	-29.3929098763	0.112920085879	-29.5058299621	19.128004673117925	0.1863802763021118	102.62891037951098
1090	-29.5056064266	0.112057137702	-29.6176635643	19.730166997676566	0.1863802763021118	105.85973681944269
1100	-29.6980963574	0.115254993628	-29.8133513511	17.660019608146587	0.1863802763021118	94.75262060198206
1110	-29.3853921806	0.113213752184	-29.4986059328	18.93108471862687	0.1863802763021118	101.57236105788716
1120	-29.5281508212	0.1119567184	-29.6401075396	19.802654068262104	0.1863802763021118	106.24865710663038
1130	-29.4326346449	0.112481138882	-29.5451157838	19.429768381365037	0.1863802763021118	104.24798571427425
1140	-29.4143735555	0.112638178241	-29.5270117337	19.320759124683804	0.1863802763021118	103.66311021755304
1150	-30.7883085435	0.10955598067	-30.8978645241	21.71335623910564	0.1863802763021118	116.50028999801206
1160	-30.7281240669	0.110972307434	-30.8390963743	20.60951852947423	0.17766530106779654	116.00193400516457
1170	-29.493135084	0.107621914646	-29.6007569986	23.288871551847556	0.2141255722339612	108.76268214429479
1180	-29.3681694736	0.110948939524	-29.4791184131	20.35047072404901	0.2141255722339612	95.03988949910833
1190	-31.1643686508	0.114057284738	-31.2784259355	18.216552271380337	0.2141255722339612	85.07415569905068
1200	-29.0911221665	0.109717227944	-29.2008393944	21.340479782030833	0.2141255722339612	99.6633870461463
1210	-30.0426796091	0.10682493701	-30.1495045461	24.142509336049947	0.2141255722339612	112.74930445799806
1220	-29.0727688502	0.109303098662	-29.1820719489	21.696645642550155	0.2141255722339612	101.32673746619872
1230	-29.0954798122	0.109761309336	-29.2052411215	21.303304603381267	0.2141255722339612	99.48977313230257
1240	-29.0975885489	0.109781164604	-29.2073697135	21.28660508888485	0.2141255722339612	99.41178378090382
1250	-30.4196042839	0.106431483531	-30.5260357675	24.592415781595278	0.2141255722339612	114.85043810986168
1260	-29.5204604666	0.111349097087	-29.6318095637	20.048840769474783	0.2141255722339612	93.63123031175701
1270	-29.4636036026	0.111207981738	-29.5748115843	20.154175027623424	0.2141255722339612	94.12315781508926
1280	-29.4334981763	0.107739775592	-29.5412379519	23.168595714581638	0.2141255722339612	108.20097512345143
1290	-29.0780855294	0.109123880764	-29.1872094102	21.85480121788948	0.2141255722339612	102.0653488038792
1300	-29.3088328118	0.108027968495	-29.4168607803	22.88045103638893	0.2141255722339612	106.85529429146808
1310	-29.53051896	0.107552834261	-29.6380717942	23.36004568723442	0.2141255722339612	109.09507651757917
1320	-29.6499211355	0.107351723408	-29.7572728589	23.57018364138251	0.2141255722339612	110.0764537158079
1330	-29.1283296306	0.110010179977	-29.2383398105	21.095978199129576	0.2141255722339612	98.52152631297751
1340	-29.1132549045	0.109908622861	-29.2231635274	21.180063806533738	0.2141255722339612	98.91421928526897
1350	-29.2177440753	0.105454857602	-29.3231989329	25.104922760070615	0.27042028631830795	92.83668434002011
1360	-28.756902158	0.104637192864	-28.8615393509	26.165893026000717	0.27042028631830795	96.76009659719541
1370	-29.9228250825	0.106286289446	-30.029111372	24.130412234800723	0.27042028631830795	89.23299565771907
1380	-28.9971186291	0.105119646941	-29.1022382761	25.526357136893665	0.27042028631830795	94.39512650632633
1390	-28.625342264	0.104167155717	-28.7295094197	26.830958106658958	0.27042028631830795	99.21947229608585
1400	-28.8295504198	0.103076208565	-28.9326266284	28.56983848017048	0.27042028631830795	105.64976048631692
1410	-28.6786115151	0.104406679375	-28.7830181945	26.486527732737073	0.27042028631830795	97.94578688360735
1420	-29.5649424999	0.105894566076	-29.670837066	24.57774158584218	0.27042028631830795	90.88719607711703
1430	-29.3321177986	0.102494077319	-29.4346118759	29.638375638974647	0.27042028631830795	109.6011547154703
1440	-28.7760202004	0.103173795487	-28.8791939959	28.40137696138958	0.27042028631830795	105.02679864763813
1450	-28.6266793809	0.103617227328	-28.7302966082	27.669734783229266	0.27042028631830795	102.32122434283502
1460	-28.6492962286	0.104291631992	-28.7535878606	26.650483773862817	0.27042028631830795	98.55208770281718
1470	-29.6447490767	0.105986150483	-29.7507352272	24.471350073129386	0.27042028631830795	90.49376585721274
1480	-28.6777741184	0.103411381871	-28.7811855002	28.0027264425934	0.27042028631830795	103.55260999033105
1490	-29.0894576109	0.102728378945	-29.1921859898	29.194482002520573	0.27042028631830795	107.95965938796527
1500	-28.785140284	0.103156091702	-28.8882963757	28.431728532221264	0.27042028631830795	105.13903716067615
1510	-28.5278523404	0.102950073412	-28.6308024138	28.477935392004024	0.28884529274691517	98.59234720835923
1520	-28.5316568168	0.10229143207	-28.6339482489	29.68395752437842	0.28884529274691517	102.7676693017371
1530	-28.9745959013	0.101618318657	-29.07621422	31.087991746616737	0.28884529274691517	107.62852131315806
1540	-29.767324629	0.10108424419	-29.8684088731	32.36179656565836	0.28884529274691517	112.03851119711203
1550	-28.7697936959	0.103510415073	-28.873304111	27.555269515844795	0.28884529274691517	95.39802173611528
1560	-30.0570098897	0.104914864763	-30.1619247544	25.559300690417817	0.28884529274691517	88.48785606768655
1570	-30.4472763414	0.10523260098	-30.5525089423	25.158108796520946	0.28884529274691517	87.0989052903291
1580	-28.6988889426	0.103384481878	-28.8022734245	27.75534213125533	0.28884529274691517	96.09068531912834
1590	-30.5108945249	0.105282268998	-30.6161767939	25.096824646604986	0.28884529274691517	86.88673582987798
1600	-29.6078621787	0.104511924016	-29.7123741027	26.09237991704922	0.28884529274691517	90.33340882557236
1610	-28.971471098	0.103808712173	-29.0752798102	27.096743099428707	0.28884529274691517	93.81057534896627
1620	-28.5044115877	0.102839271948	-28.6072508597	28.670914487850602	0.28884529274691517	99.2604525945033
1630	-29.2647348227	0.102579432704	-29.3673142554	29.48119697661713	0.27005267824989876	109.16831918747387
1640	-28.6078306094	0.103831396728	-28.7116620061	27.34016631100692	0.27005267824989876	101.24012280932516
