it	post	prior	lik	mu	sig
2461	-98.3545685198	-53.1706422813	-45.1839262384	97.16245389314984	4.856647259569346
2462	-98.9503542866	-55.9884459678	-42.9619083188	96.71393902391522	5.1384276282133685
2463	-98.9503542866	-55.9884459678	-42.9619083188	96.71393902391522	5.1384276282133685
2464	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2465	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2466	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2467	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2468	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2469	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2470	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2471	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2472	-97.9293875293	-56.5342971775	-41.3950903518	98.91146131974492	5.193012749181492
2473	-97.9092963205	-56.1930521653	-41.7162441552	98.69056937391642	5.158888247961214
2474	-97.9092963205	-56.1930521653	-41.7162441552	98.69056937391642	5.158888247961214
2475	-97.9092963205	-56.1930521653	-41.7162441552	98.69056937391642	5.158888247961214
2476	-97.9092963205	-56.1930521653	-41.7162441552	98.69056937391642	5.158888247961214
2477	-97.5080467137	-54.7974483582	-42.7105983555	99.98427780002778	5.019327867254305
2478	-97.5080467137	-54.7974483582	-42.7105983555	99.98427780002778	5.019327867254305
2479	-97.5080467137	-54.7974483582	-42.7105983555	99.98427780002778	5.019327867254305
2480	-97.5080467137	-54.7974483582	-42.7105983555	99.98427780002778	5.019327867254305
2481	-97.5080467137	-54.7974483582	-42.7105983555	99.98427780002778	5.019327867254305
2482	-97.4224548744	-53.5324660904	-43.889988784	99.15017591019551	4.892829640472506
2483	-98.2523180146	-57.8095278519	-40.4427901627	98.97186630143504	5.320535816625134
2484	-98.2607710325	-47.6901399717	-50.5706310607	100.04979688725106	4.308597028608451
2485	-98.2607710325	-47.6901399717	-50.5706310607	100.04979688725106	4.308597028608451
2486	-98.2607710325	-47.6901399717	-50.5706310607	100.04979688725106	4.308597028608451
2487	-98.2607710325	-47.6901399717	-50.5706310607	100.04979688725106	4.308597028608451
2488	-98.2607710325	-47.6901399717	-50.5706310607	100.04979688725106	4.308597028608451
2489	-98.2607710325	-47.6901399717	-50.5706310607	100.04979688725106	4.308597028608451
2490	-97.7526290583	-55.9439190344	-41.808710024	99.15919646580191	5.133974934870871
2491	-98.0740618354	-57.4641704296	-40.6098914059	99.78123540053585	5.2860000743905315
2492	-98.0740618354	-57.4641704296	-40.6098914059	99.78123540053585	5.2860000743905315
2493	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2494	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2495	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2496	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2497	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2498	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2499	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2500	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2501	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2502	-97.5626237025	-50.5274563266	-47.035167376	99.02426745416598	4.592328664089882
2503	-97.6703279551	-55.5452447761	-42.125083179	100.34963266699862	5.094107509039828
2504	-97.6703279551	-55.5452447761	-42.125083179	100.34963266699862	5.094107509039828
2505	-97.6703279551	-55.5452447761	-42.125083179	100.34963266699862	5.094107509039828
2506	-97.627527301	-54.403449427	-43.2240778739	100.89371496347083	4.97992797413734
2507	-97.627527301	-54.403449427	-43.2240778739	100.89371496347083	4.97992797413734
2508	-97.627527301	-54.403449427	-43.2240778739	100.89371496347083	4.97992797413734
2509	-97.3417373342	-53.0767174876	-44.2650198466	99.74769999426489	4.847254780196393
2510	-97.9118370903	-56.7793561352	-41.1324809551	99.38768284838694	5.217518644953585
2511	-97.9118370903	-56.7793561352	-41.1324809551	99.38768284838694	5.217518644953585
2512	-97.9118370903	-56.7793561352	-41.1324809551	99.38768284838694	5.217518644953585
2513	-97.9118370903	-56.7793561352	-41.1324809551	99.38768284838694	5.217518644953585
2514	-97.9168469713	-56.8739593809	-41.0428875904	99.80081794356275	5.226978969527207
2515	-97.9168469713	-56.8739593809	-41.0428875904	99.80081794356275	5.226978969527207
2516	-97.9168469713	-56.8739593809	-41.0428875904	99.80081794356275	5.226978969527207
2517	-97.9168469713	-56.8739593809	-41.0428875904	99.80081794356275	5.226978969527207
2518	-97.9168469713	-56.8739593809	-41.0428875904	99.80081794356275	5.226978969527207
2519	-98.2238145403	-56.8254685773	-41.398345963	101.34724927239934	5.222129889162104
2520	-97.8105065493	-55.4993046639	-42.3112018855	100.96808325539554	5.089513497819714
2521	-97.8105065493	-55.4993046639	-42.3112018855	100.96808325539554	5.089513497819714
2522	-97.8149588801	-55.4452497544	-42.3697091258	101.01002193912834	5.084108006871155
2523	-97.8149588801	-55.4452497544	-42.3697091258	101.01002193912834	5.084108006871155
2524	-97.8149588801	-55.4452497544	-42.3697091258	101.01002193912834	5.084108006871155
2525	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2526	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2527	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2528	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2529	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2530	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2531	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2532	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2533	-98.3175678434	-57.8921973294	-40.4253705141	100.75421065214944	5.328802764370021
2534	-98.9460740285	-59.5094485442	-39.4366254843	101.10746731885142	5.490527885856763
2535	-98.9460740285	-59.5094485442	-39.4366254843	101.10746731885142	5.490527885856763
2536	-99.7849446185	-61.7879346464	-37.9970099722	100.80134007879667	5.71837649607105
2537	-99.7849446185	-61.7879346464	-37.9970099722	100.80134007879667	5.71837649607105
2538	-98.1869056112	-57.2209449568	-40.9659606544	100.96213811717388	5.261677527112104
2539	-98.1869056112	-57.2209449568	-40.9659606544	100.96213811717388	5.261677527112104
2540	-98.1869056112	-57.2209449568	-40.9659606544	100.96213811717388	5.261677527112104
2541	-98.7117348892	-51.5271402698	-47.1845946194	102.68298803111597	4.692297058417011
2542	-98.7117348892	-51.5271402698	-47.1845946194	102.68298803111597	4.692297058417011
2543	-98.7117348892	-51.5271402698	-47.1845946194	102.68298803111597	4.692297058417011
2544	-98.7117348892	-51.5271402698	-47.1845946194	102.68298803111597	4.692297058417011
2545	-98.646732382	-55.2836545235	-43.3630778584	102.56998671048962	5.067948483787074
2546	-98.646732382	-55.2836545235	-43.3630778584	102.56998671048962	5.067948483787074
2547	-98.7701938903	-52.7840222774	-45.986171613	102.85739241989974	4.817985259171272
2548	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2549	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2550	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2551	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2552	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2553	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2554	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2555	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2556	-97.7481714799	-55.3128849289	-42.435286551	100.87022936642452	5.070871524320688
2557	-97.3822708792	-51.3172816427	-46.0649892364	99.62717395789753	4.671311195709353
2558	-97.3822708792	-51.3172816427	-46.0649892364	99.62717395789753	4.671311195709353
2559	-97.3785200917	-52.9531685876	-44.4253515041	99.24535000532586	4.834899890196317
2560	-97.3785200917	-52.9531685876	-44.4253515041	99.24535000532586	4.834899890196317
2561	-97.3785200917	-52.9531685876	-44.4253515041	99.24535000532586	4.834899890196317
2562	-97.3785200917	-52.9531685876	-44.4253515041	99.24535000532586	4.834899890196317
2563	-97.3785200917	-52.9531685876	-44.4253515041	99.24535000532586	4.834899890196317
2564	-97.3785200917	-52.9531685876	-44.4253515041	99.24535000532586	4.834899890196317
2565	-97.3785200917	-52.9531685876	-44.4253515041	99.24535000532586	4.834899890196317
2566	-98.7388956494	-58.7251121415	-40.0137835079	98.24987643264697	5.412094245586888
2567	-98.7388956494	-58.7251121415	-40.0137835079	98.24987643264697	5.412094245586888
2568	-98.7388956494	-58.7251121415	-40.0137835079	98.24987643264697	5.412094245586888
2569	-98.7407569959	-51.1775610079	-47.563195988	96.87842535516828	4.657339132219897
2570	-99.2285235002	-52.1538935118	-47.0746299884	96.27162584517865	4.754972382614589
2571	-99.2285235002	-52.1538935118	-47.0746299884	96.27162584517865	4.754972382614589
2572	-99.2285235002	-52.1538935118	-47.0746299884	96.27162584517865	4.754972382614589
2573	-101.475188844	-61.1199370432	-40.3552518009	95.3957278121457	5.651576735757027
2574	-101.912834729	-44.9837730447	-56.929061684	96.61921834017475	4.037960335901645
2575	-101.912834729	-44.9837730447	-56.929061684	96.61921834017475	4.037960335901645
2576	-99.0380944254	-59.1850064655	-39.8530879599	97.88665677131561	5.458083677982179
2577	-99.0380944254	-59.1850064655	-39.8530879599	97.88665677131561	5.458083677982179
2578	-99.0380944254	-59.1850064655	-39.8530879599	97.88665677131561	5.458083677982179
2579	-99.0380944254	-59.1850064655	-39.8530879599	97.88665677131561	5.458083677982179
2580	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2581	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2582	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2583	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2584	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2585	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2586	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2587	-98.2547250812	-53.0413748328	-45.2133502483	97.29419967159926	4.843720514719516
2588	-98.0992524665	-51.4553972904	-46.6438551761	97.6284851837138	4.685122760472706
2589	-98.0992524665	-51.4553972904	-46.6438551761	97.6284851837138	4.685122760472706
2590	-98.0992524665	-51.4553972904	-46.6438551761	97.6284851837138	4.685122760472706
2591	-98.8188813961	-56.8817492546	-41.9371321415	97.11876754699965	5.227757956892967
2592	-98.8188813961	-56.8817492546	-41.9371321415	97.11876754699965	5.227757956892967
2593	-98.8188813961	-56.8817492546	-41.9371321415	97.11876754699965	5.227757956892967
2594	-97.7138715223	-54.6036240721	-43.1102474502	98.46323157152759	4.999945438648539
2595	-97.7138715223	-54.6036240721	-43.1102474502	98.46323157152759	4.999945438648539
2596	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2597	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2598	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2599	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2600	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2601	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2602	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2603	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2604	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2605	-98.599710274	-59.0775846311	-39.5221256429	99.39991903201425	5.447341494540909
2606	-97.9584525595	-48.5179894312	-49.4404631283	99.46010191852476	4.391381974557479
2607	-97.9732912723	-49.2742076281	-48.6990836442	100.96878078144786	4.467003794242596
2608	-97.9732912723	-49.2742076281	-48.6990836442	100.96878078144786	4.467003794242596
2609	-98.2752457543	-56.1759851399	-42.0992606144	101.76338869833046	5.157181545424268
2610	-98.2752457543	-56.1759851399	-42.0992606144	101.76338869833046	5.157181545424268
2611	-98.2752457543	-56.1759851399	-42.0992606144	101.76338869833046	5.157181545424268
2612	-98.2752457543	-56.1759851399	-42.0992606144	101.76338869833046	5.157181545424268
2613	-99.5751760577	-60.8149588808	-38.7602171769	101.48337243782275	5.62107891951751
2614	-98.2680438826	-57.9378225808	-40.3302213018	100.44555829290572	5.333365289516468
2615	-98.2680438826	-57.9378225808	-40.3302213018	100.44555829290572	5.333365289516468
2616	-98.6957892966	-58.5775747093	-40.1182145872	101.30214925351305	5.397340502366556
2617	-98.6957892966	-58.5775747093	-40.1182145872	101.30214925351305	5.397340502366556
2618	-97.3634373046	-53.2128271113	-44.1506101933	99.44320329243553	4.860865742564432
2619	-97.3634373046	-53.2128271113	-44.1506101933	99.44320329243553	4.860865742564432
2620	-98.3500268219	-47.5865801601	-50.7634466618	99.2031419991901	4.298241047447735
2621	-98.3500268219	-47.5865801601	-50.7634466618	99.2031419991901	4.298241047447735
2622	-99.2018814637	-60.3303451997	-38.871536264	98.61942380481278	5.572617551400023
2623	-98.2426416666	-57.5944073668	-40.6482342998	98.74207667623233	5.29902376811267
2624	-97.3872448448	-51.7158178044	-45.6714270404	99.29153349540262	4.711164811869644
2625	-97.3872448448	-51.7158178044	-45.6714270404	99.29153349540262	4.711164811869644
2626	-97.3872448448	-51.7158178044	-45.6714270404	99.29153349540262	4.711164811869644
2627	-97.3872448448	-51.7158178044	-45.6714270404	99.29153349540262	4.711164811869644
2628	-97.3872448448	-51.7158178044	-45.6714270404	99.29153349540262	4.711164811869644
2629	-97.3872448448	-51.7158178044	-45.6714270404	99.29153349540262	4.711164811869644
2630	-98.2693493588	-55.3726942077	-42.8966551511	97.5396277598548	5.076852452199837
2631	-98.2693493588	-55.3726942077	-42.8966551511	97.5396277598548	5.076852452199837
2632	-98.8264847224	-48.1925875525	-50.6338971699	97.7203809691677	4.358841786682704
2633	-98.8264847224	-48.1925875525	-50.6338971699	97.7203809691677	4.358841786682704
2634	-100.029853553	-45.8763617483	-54.1534918052	97.73165278681822	4.127219206262936
2635	-100.029853553	-45.8763617483	-54.1534918052	97.73165278681822	4.127219206262936
2636	-98.0661067791	-57.1240945639	-40.9420122151	98.95295191238164	5.25199248782953
2637	-98.0661067791	-57.1240945639	-40.9420122151	98.95295191238164	5.25199248782953
2638	-98.0661067791	-57.1240945639	-40.9420122151	98.95295191238164	5.25199248782953
2639	-98.0661067791	-57.1240945639	-40.9420122151	98.95295191238164	5.25199248782953
2640	-98.0661067791	-57.1240945639	-40.9420122151	98.95295191238164	5.25199248782953
2641	-97.5301881457	-52.3445817149	-45.1856064308	98.63048042841994	4.774041202920356
2642	-97.5301881457	-52.3445817149	-45.1856064308	98.63048042841994	4.774041202920356
2643	-98.0298851994	-48.566914793	-49.4629704064	99.0095012648345	4.396274510738949
2644	-98.0298851994	-48.566914793	-49.4629704064	99.0095012648345	4.396274510738949
2645	-97.7492727472	-49.3008954266	-48.4483773206	99.32412536092288	4.469672574089908
2646	-98.1152613645	-55.5503050958	-42.5649562687	97.8651136756691	5.094613541019001
2647	-98.1152613645	-55.5503050958	-42.5649562687	97.8651136756691	5.094613541019001
2648	-97.3438230133	-53.1274502002	-44.2163728131	99.74661818899351	4.852328051453182
2649	-97.3438230133	-53.1274502002	-44.2163728131	99.74661818899351	4.852328051453182
2650	-99.1300064157	-47.1346553601	-51.9953510557	97.95269747852421	4.2530485674396825
2651	-97.8434592039	-56.574988736	-41.2684704679	99.74376471129987	5.197081905032963
2652	-97.8434592039	-56.574988736	-41.2684704679	99.74376471129987	5.197081905032963
2653	-97.8434592039	-56.574988736	-41.2684704679	99.74376471129987	5.197081905032963
2654	-97.8434592039	-56.574988736	-41.2684704679	99.74376471129987	5.197081905032963
2655	-97.8434592039	-56.574988736	-41.2684704679	99.74376471129987	5.197081905032963
2656	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2657	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2658	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2659	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2660	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2661	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2662	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2663	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2664	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2665	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2666	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2667	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2668	-97.4463581634	-54.2832172086	-43.1631409548	99.48872037630956	4.967904752293464
2669	-98.001956916	-56.1766831247	-41.8252737913	101.14686933511172	5.157251343901502
2670	-98.8353694424	-59.3681274075	-39.4672420349	100.89790445711328	5.476395772184611
2671	-98.8353694424	-59.3681274075	-39.4672420349	100.89790445711328	5.476395772184611
2672	-99.0180916732	-58.9919162467	-40.0261754266	101.75104396945102	5.438774656102008
2673	-98.4648380069	-52.3154380699	-46.149399937	102.48545259719596	4.771126838420843
2674	-98.4648380069	-52.3154380699	-46.149399937	102.48545259719596	4.771126838420843
2675	-98.4648380069	-52.3154380699	-46.149399937	102.48545259719596	4.771126838420843
2676	-98.4648380069	-52.3154380699	-46.149399937	102.48545259719596	4.771126838420843
2677	-98.4648380069	-52.3154380699	-46.149399937	102.48545259719596	4.771126838420843
2678	-99.2048116179	-49.2791690619	-49.925642556	102.67986047268222	4.467499937628373
2679	-99.2048116179	-49.2791690619	-49.925642556	102.67986047268222	4.467499937628373
2680	-97.5023812862	-54.5042608996	-42.9981203866	100.306935559575	4.990009121391636
2681	-97.5023812862	-54.5042608996	-42.9981203866	100.306935559575	4.990009121391636
2682	-97.5023812862	-54.5042608996	-42.9981203866	100.306935559575	4.990009121391636
2683	-99.0064044743	-60.1843764615	-38.8220280128	100.08823826283086	5.5580206775804495
2684	-98.3966896776	-53.020369516	-45.3763201616	102.430862494122	4.841619983036737
2685	-98.5891877352	-54.598263484	-43.9909242512	102.59190502762547	4.99940937983382
2686	-98.0163124271	-50.0134551691	-48.002857258	101.41519381447564	4.540928548343099
2687	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2688	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2689	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2690	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2691	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2692	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2693	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2694	-98.0883700046	-53.7801681763	-44.3082018283	101.97420977340913	4.917599849068252
2695	-97.8217968701	-51.8672592291	-45.954537641	101.51691674118598	4.726308954340272
2696	-97.8217968701	-51.8672592291	-45.954537641	101.51691674118598	4.726308954340272
2697	-97.8217968701	-51.8672592291	-45.954537641	101.51691674118598	4.726308954340272
2698	-98.4678093805	-52.9424846465	-45.525324734	102.51761857675272	4.8338314960895294
2699	-98.4678093805	-52.9424846465	-45.525324734	102.51761857675272	4.8338314960895294
2700	-98.4678093805	-52.9424846465	-45.525324734	102.51761857675272	4.8338314960895294
2701	-98.4678093805	-52.9424846465	-45.525324734	102.51761857675272	4.8338314960895294
2702	-98.4678093805	-52.9424846465	-45.525324734	102.51761857675272	4.8338314960895294
2703	-97.4940826663	-52.6240342979	-44.8700483684	100.80764338564259	4.801986461228676
2704	-97.4940826663	-52.6240342979	-44.8700483684	100.80764338564259	4.801986461228676
2705	-97.4940826663	-52.6240342979	-44.8700483684	100.80764338564259	4.801986461228676
2706	-97.4940826663	-52.6240342979	-44.8700483684	100.80764338564259	4.801986461228676
2707	-97.4940826663	-52.6240342979	-44.8700483684	100.80764338564259	4.801986461228676
2708	-97.4940826663	-52.6240342979	-44.8700483684	100.80764338564259	4.801986461228676
2709	-97.4679460511	-53.6031306529	-43.8648153983	100.58427159332768	4.89989609672058
2710	-97.4679460511	-53.6031306529	-43.8648153983	100.58427159332768	4.89989609672058
2711	-97.4679460511	-53.6031306529	-43.8648153983	100.58427159332768	4.89989609672058
2712	-97.4679460511	-53.6031306529	-43.8648153983	100.58427159332768	4.89989609672058
2713	-97.4679460511	-53.6031306529	-43.8648153983	100.58427159332768	4.89989609672058
2714	-97.7913747042	-53.0259126071	-44.7654620971	101.50938203586486	4.842174292148581
2715	-97.7913747042	-53.0259126071	-44.7654620971	101.50938203586486	4.842174292148581
2716	-97.7913747042	-53.0259126071	-44.7654620971	101.50938203586486	4.842174292148581
2717	-97.7913747042	-53.0259126071	-44.7654620971	101.50938203586486	4.842174292148581
2718	-97.7913747042	-53.0259126071	-44.7654620971	101.50938203586486	4.842174292148581
2719	-97.7913747042	-53.0259126071	-44.7654620971	101.50938203586486	4.842174292148581
2720	-98.9581384003	-47.4514274563	-51.506710944	101.56017269333925	4.284725777063392
2721	-99.1353235631	-47.050498825	-52.0848247381	101.53369934809406	4.244632913935824
2722	-97.414516363	-52.3201399874	-45.0943763756	100.50686391457792	4.771597030173733
2723	-97.414516363	-52.3201399874	-45.0943763756	100.50686391457792	4.771597030173733
2724	-97.414516363	-52.3201399874	-45.0943763756	100.50686391457792	4.771597030173733
2725	-97.414516363	-52.3201399874	-45.0943763756	100.50686391457792	4.771597030173733
2726	-97.4717297735	-51.8611304178	-45.6105993557	100.6730770271722	4.725696073211638
2727	-98.0159041915	-53.6015084007	-44.4143957908	101.87294806594102	4.899733871502844
2728	-97.6977159342	-50.0514250771	-47.6462908572	98.83550859688906	4.544725539141702
2729	-97.5385506137	-54.2045638813	-43.3339867324	100.65817212474589	4.960039419566589
2730	-97.5385506137	-54.2045638813	-43.3339867324	100.65817212474589	4.960039419566589
2731	-98.288188174	-48.7948806633	-49.4933075107	101.32600687829941	4.41907109776394
2732	-98.288188174	-48.7948806633	-49.4933075107	101.32600687829941	4.41907109776394
2733	-97.4912951826	-54.3169318282	-43.1743633544	100.37750347840003	4.971276214257781
2734	-97.4912951826	-54.3169318282	-43.1743633544	100.37750347840003	4.971276214257781
2735	-97.4912951826	-54.3169318282	-43.1743633544	100.37750347840003	4.971276214257781
2736	-97.4912951826	-54.3169318282	-43.1743633544	100.37750347840003	4.971276214257781
2737	-97.4912951826	-54.3169318282	-43.1743633544	100.37750347840003	4.971276214257781
2738	-98.4924514917	-58.4875172062	-40.0049342855	100.71731134767752	5.388334752057413
2739	-98.7176833827	-54.9707171413	-43.7469662414	102.70708206933696	5.036654745564715
2740	-97.5207117034	-52.7724449572	-44.7482667462	100.8862332817726	4.816827527156551
2741	-97.4068125257	-53.5786355464	-43.8281769793	100.27553048787927	4.897446586075805
2742	-98.1700788209	-50.7977820879	-47.372296733	101.8891018005713	4.6193612402239115
2743	-98.1700788209	-50.7977820879	-47.372296733	101.8891018005713	4.6193612402239115
2744	-97.7195799686	-55.9520690038	-41.7675109648	100.10400530892184	5.134789931818476
2745	-97.9602672441	-50.1156317091	-47.8446355351	101.35096567511742	4.551146202341751
2746	-97.9602672441	-50.1156317091	-47.8446355351	101.35096567511742	4.551146202341751
2747	-97.9602672441	-50.1156317091	-47.8446355351	101.35096567511742	4.551146202341751
2748	-97.9602672441	-50.1156317091	-47.8446355351	101.35096567511742	4.551146202341751
2749	-97.9602672441	-50.1156317091	-47.8446355351	101.35096567511742	4.551146202341751
2750	-99.4770786866	-59.2916030815	-40.1854756051	102.4133602904299	5.468743339581953
2751	-99.4770786866	-59.2916030815	-40.1854756051	102.4133602904299	5.468743339581953
2752	-99.4770786866	-59.2916030815	-40.1854756051	102.4133602904299	5.468743339581953
2753	-99.4770786866	-59.2916030815	-40.1854756051	102.4133602904299	5.468743339581953
2754	-97.7953756739	-49.9996571587	-47.7957185152	100.94842636817917	4.539548747304182
2755	-97.7953756739	-49.9996571587	-47.7957185152	100.94842636817917	4.539548747304182
2756	-98.957154701	-59.5997637998	-39.3573909012	101.03593402481033	5.499559411416635
2757	-98.957154701	-59.5997637998	-39.3573909012	101.03593402481033	5.499559411416635
2758	-98.957154701	-59.5997637998	-39.3573909012	101.03593402481033	5.499559411416635
2759	-98.957154701	-59.5997637998	-39.3573909012	101.03593402481033	5.499559411416635
2760	-98.957154701	-59.5997637998	-39.3573909012	101.03593402481033	5.499559411416635
2761	-98.957154701	-59.5997637998	-39.3573909012	101.03593402481033	5.499559411416635
2762	-97.3784874864	-51.530131689	-45.8483557974	100.08571056624552	4.692596200331531
2763	-97.3784874864	-51.530131689	-45.8483557974	100.08571056624552	4.692596200331531
2764	-97.3784874864	-51.530131689	-45.8483557974	100.08571056624552	4.692596200331531
2765	-97.3784874864	-51.530131689	-45.8483557974	100.08571056624552	4.692596200331531
2766	-97.3784874864	-51.530131689	-45.8483557974	100.08571056624552	4.692596200331531
2767	-97.774542477	-56.1457186777	-41.6288237993	100.23742720061652	5.154154899207042
2768	-97.774542477	-56.1457186777	-41.6288237993	100.23742720061652	5.154154899207042
2769	-97.774542477	-56.1457186777	-41.6288237993	100.23742720061652	5.154154899207042
2770	-98.159879967	-50.8547807686	-47.3050991984	101.88712464358578	4.625061108295332
2771	-98.159879967	-50.8547807686	-47.3050991984	101.88712464358578	4.625061108295332
2772	-99.2873381288	-60.2524908653	-39.0348472635	101.30284722822262	5.5648321179658895
2773	-99.2873381288	-60.2524908653	-39.0348472635	101.30284722822262	5.5648321179658895
2774	-99.2873381288	-60.2524908653	-39.0348472635	101.30284722822262	5.5648321179658895
2775	-103.821265768	-43.3551802448	-60.4660855232	103.13800550856783	3.875101055912395
2776	-100.376898534	-49.6161361289	-50.7607624055	103.7509433608552	4.501196644327387
2777	-100.376898534	-49.6161361289	-50.7607624055	103.7509433608552	4.501196644327387
2778	-100.376898534	-49.6161361289	-50.7607624055	103.7509433608552	4.501196644327387
2779	-100.03107721	-47.1330544718	-52.8980227383	102.59044871435647	4.252888478617141
2780	-100.03107721	-47.1330544718	-52.8980227383	102.59044871435647	4.252888478617141
2781	-99.4320475056	-50.697650966	-48.7343965397	103.24175501320788	4.6093481280325435
2782	-99.4320475056	-50.697650966	-48.7343965397	103.24175501320788	4.6093481280325435
2783	-99.4320475056	-50.697650966	-48.7343965397	103.24175501320788	4.6093481280325435
2784	-99.4320475056	-50.697650966	-48.7343965397	103.24175501320788	4.6093481280325435
2785	-99.4320475056	-50.697650966	-48.7343965397	103.24175501320788	4.6093481280325435
2786	-99.4320475056	-50.697650966	-48.7343965397	103.24175501320788	4.6093481280325435
2787	-101.758374972	-64.9632335336	-36.7951414381	102.06329944316602	6.0359063847972045
