it	post	prior	lik	mu	sig
208	-98.571061852	-58.2735356122	-40.2975262398	98.32008590797898	5.36693659265136
209	-97.7535258517	-50.0517787701	-47.7017470816	98.67317116888124	4.544760908444361
210	-97.7535258517	-50.0517787701	-47.7017470816	98.67317116888124	4.544760908444361
211	-97.7535258517	-50.0517787701	-47.7017470816	98.67317116888124	4.544760908444361
212	-97.7535258517	-50.0517787701	-47.7017470816	98.67317116888124	4.544760908444361
213	-99.0242025058	-57.9666630982	-41.0575394076	97.21305621616102	5.3362493412552965
214	-99.0242025058	-57.9666630982	-41.0575394076	97.21305621616102	5.3362493412552965
215	-99.0242025058	-57.9666630982	-41.0575394076	97.21305621616102	5.3362493412552965
216	-97.9922973667	-49.7563867555	-48.2359106112	98.27496897445991	4.515221706988389
217	-97.9922973667	-49.7563867555	-48.2359106112	98.27496897445991	4.515221706988389
218	-97.6619249816	-51.0975234081	-46.5644015735	98.49691203031341	4.649335372243208
219	-97.6619249816	-51.0975234081	-46.5644015735	98.49691203031341	4.649335372243208
220	-97.6619249816	-51.0975234081	-46.5644015735	98.49691203031341	4.649335372243208
221	-97.6619249816	-51.0975234081	-46.5644015735	98.49691203031341	4.649335372243208
222	-97.9424388616	-56.6372222563	-41.3052166053	98.96314955537724	5.203305257068436
223	-98.2033747041	-47.8347670362	-50.3686076679	99.48031038282001	4.323059735053179
224	-98.2033747041	-47.8347670362	-50.3686076679	99.48031038282001	4.323059735053179
225	-98.2033747041	-47.8347670362	-50.3686076679	99.48031038282001	4.323059735053179
226	-98.0208486532	-54.5269567888	-43.4938918644	97.78007901411313	4.992278710314133
227	-98.0208486532	-54.5269567888	-43.4938918644	97.78007901411313	4.992278710314133
228	-98.0208486532	-54.5269567888	-43.4938918644	97.78007901411313	4.992278710314133
229	-97.7919148033	-51.5214576731	-46.2704571302	98.12804851620984	4.691728798749156
230	-97.7919148033	-51.5214576731	-46.2704571302	98.12804851620984	4.691728798749156
231	-97.7919148033	-51.5214576731	-46.2704571302	98.12804851620984	4.691728798749156
232	-97.8049404476	-52.4236943377	-45.3812461099	98.00883789772077	4.781952465200035
233	-99.4927963671	-60.876149203	-38.6166471641	98.36789681698687	5.627197951731596
234	-99.4927963671	-60.876149203	-38.6166471641	98.36789681698687	5.627197951731596
235	-99.4927963671	-60.876149203	-38.6166471641	98.36789681698687	5.627197951731596
236	-98.0240336311	-55.5863379665	-42.4376956646	98.06520315715649	5.098216828082372
237	-98.0240336311	-55.5863379665	-42.4376956646	98.06520315715649	5.098216828082372
238	-98.0240336311	-55.5863379665	-42.4376956646	98.06520315715649	5.098216828082372
239	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
240	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
241	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
242	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
243	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
244	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
245	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
246	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
247	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
248	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
249	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
250	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
251	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
252	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
253	-97.8161976472	-52.0097339854	-45.8064636619	98.01792839447774	4.7405564299722105
254	-99.5422679965	-59.9083734512	-39.6338945453	97.3787271068826	5.530420376552877
255	-99.5422679965	-59.9083734512	-39.6338945453	97.3787271068826	5.530420376552877
256	-98.0596474302	-55.027794598	-43.0318528322	97.82030978564646	5.04236249123722
257	-97.467240068	-54.5387609572	-42.9284791108	99.85247707185829	4.993459127153952
258	-97.467240068	-54.5387609572	-42.9284791108	99.85247707185829	4.993459127153952
259	-97.467240068	-54.5387609572	-42.9284791108	99.85247707185829	4.993459127153952
260	-97.467240068	-54.5387609572	-42.9284791108	99.85247707185829	4.993459127153952
261	-98.0010479028	-57.1886631053	-40.8123847975	99.90973801501093	5.258449341965423
262	-98.7258635172	-59.415391632	-39.3104718853	99.33714580876416	5.4811221946328565
263	-97.8134344993	-48.9947529053	-48.818681594	99.4582260740978	4.43905832196689
264	-97.8134344993	-48.9947529053	-48.818681594	99.4582260740978	4.43905832196689
265	-97.8134344993	-48.9947529053	-48.818681594	99.4582260740978	4.43905832196689
266	-97.8134344993	-48.9947529053	-48.818681594	99.4582260740978	4.43905832196689
267	-97.8134344993	-48.9947529053	-48.818681594	99.4582260740978	4.43905832196689
268	-97.8134344993	-48.9947529053	-48.818681594	99.4582260740978	4.43905832196689
269	-98.030231925	-56.5313583785	-41.4988735465	98.5374161383003	5.192718869283326
270	-98.030231925	-56.5313583785	-41.4988735465	98.5374161383003	5.192718869283326
271	-97.7858715368	-51.2094327194	-46.5764388174	98.19983153156058	4.660526303375637
272	-97.7858715368	-51.2094327194	-46.5764388174	98.19983153156058	4.660526303375637
273	-97.7858715368	-51.2094327194	-46.5764388174	98.19983153156058	4.660526303375637
274	-97.7858715368	-51.2094327194	-46.5764388174	98.19983153156058	4.660526303375637
275	-98.3569105184	-53.3638316118	-44.9930789066	97.16201181192623	4.8759661926171365
276	-98.3569105184	-53.3638316118	-44.9930789066	97.16201181192623	4.8759661926171365
277	-98.3569105184	-53.3638316118	-44.9930789066	97.16201181192623	4.8759661926171365
278	-98.3569105184	-53.3638316118	-44.9930789066	97.16201181192623	4.8759661926171365
279	-98.3569105184	-53.3638316118	-44.9930789066	97.16201181192623	4.8759661926171365
280	-97.6791847743	-51.6005416744	-46.0786430999	98.34629796315163	4.69963719887768
281	-97.6791847743	-51.6005416744	-46.0786430999	98.34629796315163	4.69963719887768
282	-97.6791847743	-51.6005416744	-46.0786430999	98.34629796315163	4.69963719887768
283	-97.8441169006	-48.8306375754	-49.0134793252	99.71524781809592	4.4226467889790015
284	-97.8441169006	-48.8306375754	-49.0134793252	99.71524781809592	4.4226467889790015
285	-97.3436132116	-52.0987813642	-45.2448318474	100.00032600836988	4.749461167852872
286	-97.3436132116	-52.0987813642	-45.2448318474	100.00032600836988	4.749461167852872
287	-97.3436132116	-52.0987813642	-45.2448318474	100.00032600836988	4.749461167852872
288	-97.3913055603	-51.6149941594	-45.7763114009	100.23493283728398	4.7010824473704576
289	-97.3913055603	-51.6149941594	-45.7763114009	100.23493283728398	4.7010824473704576
290	-97.5693099664	-50.1804895035	-47.3888204629	99.26497631109807	4.557631981781617
291	-97.5693099664	-50.1804895035	-47.3888204629	99.26497631109807	4.557631981781617
292	-97.5693099664	-50.1804895035	-47.3888204629	99.26497631109807	4.557631981781617
293	-97.5693099664	-50.1804895035	-47.3888204629	99.26497631109807	4.557631981781617
294	-101.631790232	-43.2143709864	-58.4174192452	98.61260511747916	3.861020130072488
295	-101.631790232	-43.2143709864	-58.4174192452	98.61260511747916	3.861020130072488
296	-98.6353893108	-52.9204574664	-45.7149318444	96.82642377769895	4.831628778073158
297	-98.6353893108	-52.9204574664	-45.7149318444	96.82642377769895	4.831628778073158
298	-97.5235379978	-52.6290166434	-44.8945213544	98.64273644474542	4.8024846957754885
299	-97.5235379978	-52.6290166434	-44.8945213544	98.64273644474542	4.8024846957754885
300	-97.5235379978	-52.6290166434	-44.8945213544	98.64273644474542	4.8024846957754885
301	-97.5645329548	-50.7164886931	-46.8480442617	98.91416912948642	4.6112319007397495
302	-97.5645329548	-50.7164886931	-46.8480442617	98.91416912948642	4.6112319007397495
303	-98.2628213647	-47.7374709936	-50.5253503711	100.20835589683547	4.313330130790542
304	-98.2628213647	-47.7374709936	-50.5253503711	100.20835589683547	4.313330130790542
305	-97.9485125264	-56.857474733	-41.0910377934	99.24046247949362	5.2253305047319225
306	-97.9485125264	-56.857474733	-41.0910377934	99.24046247949362	5.2253305047319225
307	-97.9485125264	-56.857474733	-41.0910377934	99.24046247949362	5.2253305047319225
308	-97.9485125264	-56.857474733	-41.0910377934	99.24046247949362	5.2253305047319225
309	-97.9485125264	-56.857474733	-41.0910377934	99.24046247949362	5.2253305047319225
310	-97.9954462834	-56.4863329533	-41.5091133301	98.61656569790179	5.1882163267685
311	-97.9954462834	-56.4863329533	-41.5091133301	98.61656569790179	5.1882163267685
312	-97.9954462834	-56.4863329533	-41.5091133301	98.61656569790179	5.1882163267685
313	-97.9845691653	-49.9607003655	-48.0238687998	98.20341850134523	4.535653067979771
314	-97.7460596262	-55.227057499	-42.5190021272	98.63067425601717	5.062288781335012
315	-97.7460596262	-55.227057499	-42.5190021272	98.63067425601717	5.062288781335012
316	-97.7460596262	-55.227057499	-42.5190021272	98.63067425601717	5.062288781335012
317	-98.3604022479	-47.9993062325	-50.3610960154	100.89798235968068	4.339513654684933
318	-98.3604022479	-47.9993062325	-50.3610960154	100.89798235968068	4.339513654684933
319	-98.3604022479	-47.9993062325	-50.3610960154	100.89798235968068	4.339513654684933
320	-98.3604022479	-47.9993062325	-50.3610960154	100.89798235968068	4.339513654684933
321	-98.5941760743	-49.8787294795	-48.7154465948	102.20319019875751	4.5274559793861995
322	-98.5941760743	-49.8787294795	-48.7154465948	102.20319019875751	4.5274559793861995
323	-98.5941760743	-49.8787294795	-48.7154465948	102.20319019875751	4.5274559793861995
324	-98.7343572431	-50.7483173284	-47.9860399147	102.5763417307695	4.614414764277464
325	-98.7343572431	-50.7483173284	-47.9860399147	102.5763417307695	4.614414764277464
326	-99.2906844808	-45.8747404544	-53.4159440265	100.51330381004854	4.127057076870759
327	-98.5052198359	-57.784354362	-40.7208654739	101.42530533653529	5.318018467634573
328	-98.5052198359	-57.784354362	-40.7208654739	101.42530533653529	5.318018467634573
329	-97.625135382	-52.2245083755	-45.4006270065	101.14696671141502	4.7620338689827975
330	-97.625135382	-52.2245083755	-45.4006270065	101.14696671141502	4.7620338689827975
331	-98.5441557631	-48.3774004147	-50.1667553485	101.51500013995282	4.377323072900319
332	-98.5441557631	-48.3774004147	-50.1667553485	101.51500013995282	4.377323072900319
333	-98.5441557631	-48.3774004147	-50.1667553485	101.51500013995282	4.377323072900319
