it	post	prior	lik	shape	rate	mean_bm
0	-3176.59978355	0.0970739756918	-3176.69685752	10.100271334025066	5	2.020054266805013
10	-2357.09608267	0.0924086487838	-2357.18849132	13.884141074724244	3.9361184172204315	3.527368743272924
20	-1368.76247073	0.0877481582331	-1368.85021889	21.806921579856038	2.68509359565923	8.121475398514782
30	-166.056900162	0.093424833046	-166.150324995	38.311338849879405	0.9149780734444682	41.87131906413339
40	-30.9117764519	0.0958765902929	-31.0076530422	45.97272472781758	0.526767634606642	87.27325239362364
50	-29.7083153677	0.0963425764582	-29.8046579442	49.49201116625247	0.44645236957725987	110.85619550662443
60	-28.075852105	0.0969556780764	-28.1728077831	43.26017924959264	0.44645236957725987	96.89763611413947
70	-28.2794669605	0.0965611235095	-28.376028084	46.80482211273286	0.44645236957725987	104.83721288578164
80	-28.2794669605	0.0965611235095	-28.376028084	46.80482211273286	0.44645236957725987	104.83721288578164
90	-28.3888182506	0.0963211683581	-28.485139419	48.324399699151414	0.4578781901776654	105.53985914987703
100	-28.2329485668	0.0967860072964	-28.3297345741	43.728332213612184	0.4578781901776654	95.50210766021584
110	-28.9048990032	0.096237061872	-29.0011360651	49.44006153706246	0.4578781901776654	107.97645006388879
120	-27.9880674282	0.0964471188904	-28.0845145471	46.85668621342097	0.4578781901776654	102.33439202517964
130	-28.1467188198	0.0959513540655	-28.2426701739	50.186877342612874	0.4824495439229862	104.02513169465084
140	-27.9217441651	0.0960279410313	-28.0177721061	49.09107806785229	0.4824495439229862	101.75380759752305
150	-28.021193212	0.0962206404632	-28.1174138525	46.77089126811207	0.4824495439229862	96.9446273859016
160	-28.0925522619	0.0962489417139	-28.1888012036	46.471307684302595	0.4824495439229862	96.32366383109452
170	-28.0751987737	0.0959695187215	-28.1711682924	49.915909171180594	0.4824495439229862	103.46348089645765
180	-27.9980283206	0.0959937907526	-28.0940221114	49.564928840279634	0.4824495439229862	102.73598444564334
190	-28.0732522256	0.0962417170396	-28.1694939426	46.54693570433342	0.4824495439229862	96.48042223408909
200	-28.7165043363	0.0958606014347	-28.8123649377	51.66294338641656	0.4824495439229862	107.08465587162738
210	-30.0349577315	0.0957527615971	-30.1307104931	53.757872217372366	0.4824495439229862	111.42693136415065
220	-27.9285567143	0.0960241054447	-28.0245808198	49.143192906075704	0.4824495439229862	101.86182892095441
230	-27.9314078724	0.0961746953228	-28.0275825677	47.27720733362103	0.4824495439229862	97.99409685247402
240	-28.1847113106	0.0959428114726	-28.2806541221	50.31689379506336	0.4824495439229862	104.29462402620797
250	-29.2919873557	0.0965329934206	-29.3885203491	43.876751299872545	0.4824495439229862	90.94578252285926
260	-28.0944911026	0.0959643004445	-28.190455403	49.99300316022482	0.4824495439229862	103.62327789495276
270	-28.0882413927	0.0966153200082	-28.1848567127	46.18332717423824	0.44700377689029885	103.31753233837281
280	-28.233257939	0.0965482042494	-28.3298061432	46.80514031822756	0.4478002857728054	104.52235473108759
290	-29.3059989446	0.0963618574769	-29.4023608021	49.04819895255215	0.4478002857728054	109.53141503227423
300	-30.0290279845	0.0964522457427	-30.1254802302	49.04819895255215	0.43835196586079417	111.89227555130483
310	-27.9388707363	0.0969284543683	-28.0357991907	44.08546072289361	0.43835196586079417	100.57092053031573
320	-27.8710984004	0.0958471736024	-27.966945574	49.966916174191276	0.494933779435692	100.9567708859193
330	-27.9249983212	0.095804481495	-28.0208028027	49.30339453072747	0.5042970495607061	97.76657343856311
340	-28.587323319	0.0955488756565	-28.6828721947	53.67026223804328	0.5042970495607061	106.42588982980472
350	-28.3988877344	0.095570425805	-28.4944581602	53.21894384979886	0.5042970495607061	105.53094430387401
360	-28.0412444761	0.095630010645	-28.1368744868	52.0677023272936	0.5042970495607061	103.24808041738467
370	-28.7712872435	0.0955310637516	-28.8668183073	54.05930817055222	0.5042970495607061	107.19735167525442
380	-27.8599110538	0.0956999666959	-27.9556110205	50.86614588330807	0.5042970495607061	100.86544414173679
390	-29.300046481	0.0960981746655	-29.3961446556	45.892001540224	0.5042970495607061	91.00192352939719
400	-27.9113604588	0.0957977573893	-28.0071582162	49.39690986328578	0.5042970495607061	97.95201043971107
410	-28.6233568935	0.0959842065347	-28.7193411	47.08166716229256	0.5042970495607061	93.36098080150474
420	-28.6638845323	0.0952186049439	-28.7591031372	51.44217956478108	0.5513961339569392	93.29441466268679
430	-28.5514343748	0.0957528034363	-28.6471871783	52.17723811848045	0.49076402855712103	106.31838334175593
440	-28.5514343748	0.0957528034363	-28.6471871783	52.17723811848045	0.49076402855712103	106.31838334175593
450	-29.1081442685	0.0953456552488	-29.2034899238	55.89523137540894	0.5158834516963992	108.34856437361293
460	-28.7640102127	0.0953705103931	-28.8593807231	55.25127424562719	0.5158834516963992	107.10030349673424
