it	joined_post	joined_prior	joined_lik	shape_sp0	rate_sp0	shape_sp1	rate_sp1	mean_bm_sp0	mean_bm_sp1	sp1-sp0
28580	-69.9136609204	-13.7457864106	-56.1678745098	23.9320776855	0.220214984241	21.0438492608	0.158318455241	108.675973018	132.921011822	24.2450388047
28590	-70.2765996593	-14.1222486529	-56.1543510064	23.9320776855	0.220214984241	24.7674495867	0.199340552736	108.675973018	124.246919389	15.570946371
28600	-71.985095798	-16.9820748374	-55.0030209605	47.360849046	0.444276304246	29.6738762161	0.238343088447	106.602239627	124.500678452	17.8984388251
28610	-71.8756619116	-15.2698456037	-56.6058163079	35.4235545223	0.383736828015	24.5769171861	0.210843780787	92.3121054228	116.564582054	24.2524766307
28620	-72.007811916	-16.7509503006	-55.2568616154	48.7542027388	0.473349204141	26.0028972925	0.175650050832	102.998383249	148.038085781	45.0397025319
28630	-73.527450335	-18.4597483572	-55.0677019778	65.6595429464	0.65598956283	26.0028972925	0.175650050832	100.092359188	148.038085781	47.945726593
28640	-72.1296643787	-16.3412082572	-55.7884561215	44.6532501543	0.476881354407	26.0028972925	0.175650050832	93.635974109	148.038085781	54.4021116722
28650	-72.1296643787	-16.3412082572	-55.7884561215	44.6532501543	0.476881354407	26.0028972925	0.175650050832	93.635974109	148.038085781	54.4021116722
28660	-72.9944766231	-15.353189121	-57.6412875021	31.6917381438	0.373441349557	29.1345026248	0.22880537231	84.8640306742	127.333123041	42.4690923665
28670	-73.487391721	-14.3439037199	-59.143488001	30.7017099907	0.253296748508	20.2206560775	0.159970662978	121.208464663	126.402277149	5.19381248637
28680	-72.0711256197	-13.3852622133	-58.6858634064	21.1937104669	0.174881206245	20.2206560775	0.159970662978	121.189182771	126.402277149	5.21309437795
28690	-69.902267667	-13.0746767876	-56.8275908794	18.0668622356	0.195875179897	20.2206560775	0.159970662978	92.236608258	126.402277149	34.1656688912
28700	-70.4918369006	-12.7667630001	-57.7250739005	17.0761590728	0.183607084673	18.1506305899	0.153829533977	93.0038135684	117.991845393	24.9880318245
28710	-70.1321656721	-13.3044352313	-56.8277304408	17.0761590728	0.183607084673	23.5167401966	0.164442239468	93.0038135684	143.009121457	50.0053078881
28720	-69.8919617088	-13.3817288796	-56.5102328292	17.8468112122	0.185891428328	23.5167401966	0.164442239468	96.0066387824	143.009121457	47.0024826742
28730	-69.525107444	-13.1774575834	-56.3476498606	21.4147872611	0.218601634313	17.8951243706	0.142658847896	97.9626128063	125.439989419	27.4773766122
28740	-69.5495205517	-13.4880101684	-56.0615103833	23.7771297476	0.248960456541	18.6143867342	0.136221025622	95.5056480776	136.64841128	41.1427632026
28750	-69.5225603279	-13.1211321971	-56.4014281307	20.1463588885	0.210951603009	18.6143867342	0.136221025622	95.5022792012	136.64841128	41.146132079
28760	-69.6019617771	-14.011934664	-55.5900271131	28.9672708937	0.298064266819	18.6143867342	0.136221025622	97.184648139	136.64841128	39.4637631412
28770	-69.4070325287	-13.5305098881	-55.8765226406	24.205445087	0.245642314266	18.6143867342	0.136221025622	98.5393952151	136.64841128	38.1090160651
28780	-69.7211084262	-14.5195516379	-55.2015567883	27.165683149	0.272499997222	25.472596469	0.18133304425	99.6905813798	140.474101531	40.7835201516
28790	-75.1942576066	-15.5009362894	-59.6933213171	30.4306338543	0.3024850011	31.8708811615	0.301959157416	100.602124878	105.54699329	4.94486841168
28800	-70.9815769694	-15.769173545	-55.2124034244	23.568395256	0.222999534632	41.464360696	0.332576243978	105.688091659	124.676255285	18.9881636264
28810	-70.634767741	-15.1869188881	-55.4478488529	28.5776845853	0.306268513769	30.6664036686	0.215428393632	93.3092476063	142.350797644	49.0415500374
28820	-70.634767741	-15.1869188881	-55.4478488529	28.5776845853	0.306268513769	30.6664036686	0.215428393632	93.3092476063	142.350797644	49.0415500374
28830	-70.8813889644	-14.9788516036	-55.9025373608	32.0455964059	0.352811251832	25.1067088423	0.179995816424	90.8292925454	139.484957712	48.655665167
28840	-74.0972773311	-15.1736046305	-58.9236727005	32.0455964059	0.352811251832	27.0686784337	0.165556493962	90.8292925454	163.501157737	72.6718651917
28850	-72.7239350528	-14.5186072074	-58.2053278454	22.8506099266	0.237671598793	29.8085977391	0.18578908932	96.143628615	160.443209277	64.2995806615
28860	-70.1204557344	-13.6718229707	-56.4486327637	19.2774511086	0.178758015741	24.9824346531	0.176182209543	107.841044379	141.798849713	33.9578053344
28870	-70.0640093333	-13.6901277786	-56.3738815548	19.4577863562	0.18147084694	24.9824346531	0.176182209543	107.222656886	141.798849713	34.5761928274
28880	-70.3731420462	-13.6344927745	-56.7386492718	18.911423015	0.171484147168	24.9824346531	0.176182209543	110.280882095	141.798849713	31.5179676184
28890	-70.3927716666	-13.6618447039	-56.7309269627	21.810313224	0.206939090047	22.3474651393	0.150325865718	105.394844537	148.66014596	43.2653014238
28900	-69.8045593322	-13.1399201106	-56.6646392215	20.543041392	0.221469476993	18.387141645	0.144144872635	92.7578900305	127.560150485	34.8022604547
28910	-70.0644759451	-12.693360832	-57.3711151131	16.1214836611	0.177434421491	18.387141645	0.144144872635	90.8588284374	127.560150485	36.7013220477
28920	-70.8639414004	-12.6144514765	-58.2494899239	16.1214836611	0.177434421491	17.5917158366	0.150477126548	90.8588284374	116.90624509	26.0474166522
28930	-69.933989507	-13.5041804928	-56.4298090142	13.1123397875	0.130906935906	29.4689538008	0.226200683817	100.165355615	130.27791651	30.112560895
28940	-70.0689460542	-13.7824494427	-56.2864966115	13.1123397875	0.130906935906	32.2304298541	0.247414129408	100.165355615	130.269156136	30.1038005206
28950	-74.3764465538	-14.2062462376	-60.1702003163	13.5072621507	0.107466566894	36.1056221737	0.238707764586	125.688039928	151.254494115	25.5664541869
28960	-70.0664940817	-13.8205315587	-56.245962523	13.5841080238	0.138913961116	32.130242501	0.248647381496	97.7879250918	129.220112062	31.4321869706
28970	-72.0261509038	-13.703006551	-58.3231443529	15.7840362404	0.18202426188	28.7683693004	0.192231987303	86.7139142741	149.654434228	62.9405199539
28980	-69.7023508294	-12.8048585056	-56.8974923238	16.1636861088	0.158722553383	19.4665565352	0.156216138785	101.836101828	124.612966923	22.7768650945
28990	-69.8930453731	-12.5400885796	-57.3529567935	13.5369888897	0.137720512602	19.4665565352	0.156216138785	98.2931927416	124.612966923	26.3197741809
29000	-70.097779183	-12.9213468072	-57.1764323757	13.5369888897	0.137720512602	23.2460272935	0.189327656908	98.2931927416	122.781994312	24.4888015702
29010	-70.0658554259	-12.9597654075	-57.1060900184	13.9169208032	0.141974601482	23.2460272935	0.189327656908	98.0240173803	122.781994312	24.7579769315
29020	-69.7410052464	-12.9509159263	-56.7900893201	15.5279542335	0.15174874997	21.5724576904	0.153594869496	102.326735717	140.450379372	38.123643656
29030	-69.8461484926	-13.7964285411	-56.0497199515	15.5279542335	0.15174874997	29.9621249065	0.219053801615	102.326735717	136.779753127	34.4530174106
29040	-69.5721638878	-13.2553271429	-56.316836745	15.5279542335	0.15174874997	24.5858104661	0.184354259205	102.326735717	133.361770822	31.0350351051
29050	-70.6151921055	-12.7041182345	-57.911073871	10.0554249995	0.112188900545	24.5858104661	0.184354259205	89.6294103128	133.361770822	43.7323605087
29060	-70.4802936471	-13.2667414854	-57.2135521617	15.6567100094	0.137136399675	24.5858104661	0.184354259205	114.168886208	133.361770822	19.192884614
29070	-69.6407355865	-12.6508162051	-56.9899193814	17.2626280437	0.182704324935	16.8318426082	0.127583353939	94.4839595335	131.928202924	37.4442433903
29080	-71.7559147514	-11.9679208665	-59.7879938849	17.2626280437	0.182704324935	10.0363025624	0.0941700144361	94.4839595335	106.576415247	12.0924557134
29090	-70.6945990189	-12.1561903094	-58.5384087095	18.3821432062	0.177844986589	10.8284702232	0.0700409584229	103.360480151	154.601971004	51.2414908529
29100	-69.9966877437	-12.1900421344	-57.8066456094	17.3433618816	0.167583513093	12.1878403945	0.0982318346273	103.490859939	124.072205724	20.5813457844
29110	-73.6616829429	-12.1625718413	-61.4991111016	17.0193651939	0.216877270277	12.1878403945	0.0982318346273	78.4746376241	124.072205724	45.5975680997
29120	-71.741527887	-12.7486497149	-58.9928781721	20.3762355293	0.170720000272	14.7193486637	0.116789236085	119.354706519	126.033435589	6.67872907042
29130	-69.5984973396	-13.0531787751	-56.5453185645	16.6079160846	0.175625040369	21.4832152447	0.161627661907	94.5646250085	132.917936146	38.3533111374
29140	-71.858206111	-13.7387327645	-58.1194733465	23.4431096128	0.195971405516	21.4832152447	0.161627661907	119.625154246	132.917936146	13.2927818995
29150	-69.88416043	-13.551659544	-56.332500886	17.9104998094	0.194883231188	25.1151495957	0.192659084425	91.9037502622	130.360577964	38.4568277018
29160	-71.846628919	-12.46812103	-59.3785078891	13.9695478319	0.152780738136	18.340775121	0.114702888689	91.4352686234	159.89811007	68.462841447
29170	-71.1108968606	-11.8602900386	-59.2506068221	13.9695478319	0.152780738136	12.270608116	0.106559980077	91.4352686234	115.15212472	23.7168560964
29180	-72.47810036	-11.3674551285	-61.1106452315	8.79850365272	0.102632213252	12.5590518718	0.110959827548	85.7284801126	113.1855749	27.4570947871
29190	-70.3365852425	-12.0988508545	-58.237734388	17.2918810808	0.158453023422	11.3507686068	0.0840021144765	109.129385526	135.124796292	25.9954107663
29200	-71.9771490382	-12.8467258606	-59.1304231776	24.8439319723	0.23620450465	11.2177364168	0.065981992581	105.179755183	170.012089329	64.8323341455
29210	-71.9771490382	-12.8467258606	-59.1304231776	24.8439319723	0.23620450465	11.2177364168	0.065981992581	105.179755183	170.012089329	64.8323341455
29220	-71.5985020391	-12.9276407503	-58.6708612888	26.9600983333	0.265746723986	9.88815496876	0.0590037569914	101.450350653	167.585175469	66.1348248164
29230	-71.8009811813	-12.9463821614	-58.8545990199	27.1280054188	0.285253750011	9.88815496876	0.0590037569914	95.1013103869	167.585175469	72.4838650825
29240	-70.3240801929	-13.0152991305	-57.3087810624	27.1280054188	0.285253750011	10.5618438474	0.07448456873	95.1013103869	141.799087079	46.6977766918
29250	-70.0971029406	-12.6182031433	-57.4788997973	22.1629588314	0.207491219541	11.6187230991	0.0894545634236	106.813960033	129.884073595	23.0701135617
29260	-70.4872265915	-12.9144282319	-57.5727983596	25.1030033463	0.229697589943	11.6187230991	0.0894545634236	109.287186481	129.884073595	20.5968871147
29270	-70.4555748956	-12.1373772438	-58.3181976518	18.9182331871	0.178746408129	10.0899903162	0.0833988067818	105.838396335	120.984828267	15.1464319319
29280	-69.7067242372	-13.3436465169	-56.3630777203	25.9532880137	0.248536246948	15.0156289936	0.115608194981	104.424559123	129.883776803	25.4592176799
29290	-69.7333901259	-14.0488818613	-55.6845082646	25.9532880137	0.248536246948	22.0259294959	0.157661136982	104.424559123	139.704241118	35.2796819945
29300	-70.1160639072	-12.7364316866	-57.3796322206	20.2285471525	0.222613586995	14.6990144643	0.110737942503	90.8684300252	132.736929476	41.8684994509
29310	-71.1171443888	-13.746743536	-57.3704008528	29.6845665131	0.270441249389	15.2801930783	0.128830799254	109.763457239	118.606677648	8.84322040881
29320	-70.6490733478	-13.8887307486	-56.7603425992	29.6845665131	0.270441249389	16.6952429143	0.133653089466	109.763457239	124.914754915	15.1512976754
29330	-72.9164651708	-14.2482288426	-58.6682363282	29.1250678891	0.269240973369	20.7919857165	0.19259012736	108.174723649	107.959769286	-0.21495436288
29340	-72.6692796424	-14.0877414588	-58.5815381836	25.3089756386	0.237585714887	23.0154006118	0.212048902473	106.525662331	108.538173711	2.01251138022
29350	-71.2366454005	-13.773795954	-57.4628494465	26.9818944303	0.291578934957	18.2433253758	0.117757079357	92.5371870031	154.923385289	62.3861982859
29360	-70.4784903666	-12.8864356105	-57.5920547561	21.0506612478	0.225279260335	15.3539978997	0.13101397754	93.4425175956	117.193586425	23.7510688295
29370	-72.4527501009	-13.3474620258	-59.105288075	21.2125033602	0.255788683703	19.7661952757	0.13672921916	82.9297960061	144.564529785	61.6347337786
29380	-69.6284577335	-13.8660799726	-55.762377761	25.6092989864	0.245529853865	20.5410895902	0.161477575438	104.302179891	127.207072155	22.9048922647
29390	-70.4015036312	-13.5395932003	-56.861910431	21.5288378678	0.190968746906	21.4084031332	0.164318535056	112.734875295	130.285990719	17.5511154232
29400	-69.892670746	-13.3980077691	-56.4946629769	20.0842178249	0.219734478005	21.4084031332	0.164318535056	91.402214196	130.285990719	38.8837765225
29410	-69.4566856601	-13.0317803142	-56.4249053459	16.4750308259	0.166646927977	21.4084031332	0.164318535056	98.8618933809	130.285990719	31.4240973377
29420	-69.469361943	-13.135907587	-56.333454356	17.4255885508	0.172949840348	21.4893645474	0.167769211999	100.755158349	128.088844737	27.3336863878
29430	-71.9010081092	-13.7664726371	-58.1345354721	14.3793967895	0.170904558014	30.7612414232	0.249779880372	84.1369999523	123.153399615	39.0163996626
29440	-70.7184589977	-14.4419139336	-56.2765450641	12.7372921184	0.131958492451	39.1398796471	0.306605357955	96.5249896529	127.655563191	31.1305735378
29450	-70.3983630429	-14.8771955791	-55.5211674638	17.0567164336	0.165350632596	39.1398796471	0.306605357955	103.154830229	127.655563191	24.5007329619
29460	-70.3983630429	-14.8771955791	-55.5211674638	17.0567164336	0.165350632596	39.1398796471	0.306605357955	103.154830229	127.655563191	24.5007329619
29470	-71.4704953419	-14.8066301942	-56.6638651476	14.724914067	0.137294948323	40.8165267029	0.284162504433	107.250224767	143.637974983	36.3877502159
29480	-70.7775929979	-14.2342798329	-56.543313165	14.724914067	0.137294948323	35.1292131877	0.247972406198	107.250224767	141.66581567	34.4155909024
29490	-69.909046393	-13.1046537485	-56.8043926445	14.724914067	0.137294948323	23.9060048324	0.174919917003	107.250224767	136.668283647	29.4180588797
29500	-69.8531840368	-13.7856926733	-56.0674913635	26.2266027015	0.257262610675	19.1374103596	0.132247341523	101.944867281	144.70922545	42.7643581697
29510	-70.3935877884	-13.783932693	-56.6096550954	29.0396719574	0.29478069555	16.293833732	0.107636825673	98.5128008577	151.377873047	52.8650721896
29520	-69.7333651876	-13.5266040133	-56.2067611743	29.0396719574	0.29478069555	13.7220582525	0.106125507799	98.5128008577	129.30028357	30.7874827127
29530	-69.9500653524	-13.3056892729	-56.6443760795	29.0396719574	0.29478069555	11.5346092164	0.0844271400291	98.5128008577	136.622053198	38.1092523405
29540	-69.965340839	-13.9612913606	-56.0040494784	30.196149481	0.32120549636	16.8664478542	0.125707054897	94.0088193484	134.172643437	40.1638240886
29550	-70.1055359202	-14.4599846563	-55.6455512638	30.638918762	0.320180928492	21.3880193944	0.149323758505	95.6925164352	143.232527822	47.5400113864
29560	-70.5520955313	-16.0712803207	-54.4808152106	30.638918762	0.320180928492	37.3568226723	0.293477123957	95.6925164352	127.290407404	31.5978909692
29570	-71.7262030633	-17.3108007657	-54.4154022977	30.638918762	0.320180928492	49.6504788803	0.395025366105	95.6925164352	125.68934337	29.9968269349
29580	-71.7262030633	-17.3108007657	-54.4154022977	30.638918762	0.320180928492	49.6504788803	0.395025366105	95.6925164352	125.68934337	29.9968269349
29590	-71.3188817434	-16.4442598923	-54.8746218511	22.0752760639	0.218414892465	49.6504788803	0.395025366105	101.070379473	125.68934337	24.6189638975
29600	-72.264743454	-15.2371822266	-57.0275612274	22.9529610298	0.222090710858	36.7742540418	0.319112764145	103.349486978	115.239057079	11.8895701008
29610	-71.394627742	-15.1665188084	-56.2281089336	22.9529610298	0.222090710858	36.1439590932	0.242773530092	103.349486978	148.879324198	45.5298372198
29620	-72.9132288126	-17.5999140708	-55.3133147418	40.9688577148	0.406327658299	42.2375532238	0.28299839164	100.827144985	149.250152904	48.4230079189
29630	-71.0582732077	-17.2632783722	-53.7949948355	40.9688577148	0.406327658299	38.8699128234	0.284281806215	100.827144985	136.730216193	35.9030712076
29640	-71.0270790767	-16.436576963	-54.5905021137	29.8257781039	0.282406311942	41.851934024	0.302247470491	105.613000994	138.469096056	32.8560950614
29650	-71.217851439	-16.0235355455	-55.1943158935	29.8257781039	0.282406311942	37.7608539431	0.262913376249	105.613000994	143.62469678	38.0116957852
29660	-71.0033051721	-16.7201970086	-54.2831081635	29.8257781039	0.282406311942	44.655178218	0.335203732513	105.613000994	133.218022017	27.6050210224
29670	-70.3782379845	-14.737459632	-55.6407783525	22.4102814043	0.240465449303	32.3612713047	0.259174442101	93.1954318979	124.862895594	31.6674636962
29680	-70.3642502269	-15.7026062065	-54.6616440204	23.0926710557	0.24099410336	41.2789688029	0.310024383273	95.8225563766	133.147491069	37.324934692
29690	-69.6216388354	-14.1439664586	-55.4776723768	23.0926710557	0.24099410336	25.800784662	0.201811045104	95.8225563766	127.846246714	32.0236903378
29700	-69.8386393702	-13.6036450784	-56.2349942918	17.7642458117	0.166205545504	25.800784662	0.201811045104	106.88118593	127.846246714	20.9650607839
29710	-70.4855690665	-15.0652546178	-55.4203144487	27.9936092842	0.299046173016	30.0141594567	0.242327544509	93.6096556658	123.857812027	30.2481563612
29720	-70.1102329156	-14.6042728123	-55.5059601034	22.3381490758	0.208091426323	31.1657599588	0.227323941821	107.34776281	137.098449504	29.7506866938
29730	-70.5867161309	-15.2287771009	-55.3579390301	17.7282344189	0.181051557951	41.9713748314	0.303706480591	97.9181544726	138.19716573	40.279011257
29740	-70.7879621904	-14.8787489462	-55.9092132442	14.2636197549	0.145384675445	41.9713748314	0.303706480591	98.1095133393	138.19716573	40.0876523903
29750	-70.7879621904	-14.8787489462	-55.9092132442	14.2636197549	0.145384675445	41.9713748314	0.303706480591	98.1095133393	138.19716573	40.0876523903
29760	-71.2944684826	-12.7094080379	-58.5850604447	12.3055843793	0.111398364816	22.4248285464	0.14886536858	110.464676925	150.638316757	40.1736398324
29770	-70.8587958952	-12.4969174784	-58.3618784168	8.46138842089	0.0849883257569	24.148952333	0.170441984812	99.5594200208	141.684294275	42.1248742546
29780	-69.8675354777	-12.4909236137	-57.376611864	11.9909744876	0.120409760828	20.5357387425	0.158709426589	99.5847380237	129.392054296	29.8073162721
29790	-71.3413648309	-13.3634222528	-57.9779425781	14.7251460837	0.122539692664	26.4799750836	0.203157948837	120.166337646	130.341811556	10.1754739107
29800	-71.0509083889	-13.4042437524	-57.6466646366	18.1351333135	0.156468435408	23.4583379001	0.189094154773	115.902822612	124.056388354	8.15356574215
29810	-71.8852009278	-12.4408052353	-59.4443956925	7.93201118454	0.0959376266716	24.0863356967	0.19036412552	82.6788347776	126.527703846	43.8488690685
29820	-70.9342471491	-12.4799554986	-58.4542916506	7.33008640919	0.0748129549446	25.0977625577	0.193489344111	97.9788382189	129.711342363	31.7325041445
29830	-72.0330451659	-12.3463776952	-59.6866674707	9.98100238179	0.113578442179	21.1279575907	0.137834817695	87.8776129547	153.284619546	65.4070065915
29840	-70.8331416975	-12.7356704505	-58.097471247	9.98100238179	0.113578442179	24.973909234	0.184810727764	87.8776129547	135.132356958	47.2547440038
29850	-71.8450597634	-13.4574858292	-58.3875739342	9.98100238179	0.113578442179	32.1123392047	0.264534543448	87.8776129547	121.391855998	33.5142430429
29860	-71.6911138712	-14.6776416585	-57.0134722127	10.5394023276	0.103921901838	43.6786281586	0.351060477478	101.416565144	124.41909859	23.002533446
29870	-71.4842408456	-14.0877666201	-57.3964742255	11.3778735374	0.113557005016	37.0282618665	0.254570071908	100.195259075	145.454104597	45.2588455215
29880	-71.2222417063	-14.6346466085	-56.5875950978	15.0546568582	0.143222210475	38.727573943	0.317609353168	105.11398203	121.934614194	16.820632164
29890	-72.0245685975	-14.4282991883	-57.5962694092	8.33631288652	0.0897636255309	43.4399629282	0.313548723211	92.8696099029	138.542943129	45.6733332266
29900	-71.315735417	-13.246620093	-58.069115324	11.987264701	0.125529395428	28.0117478756	0.238255238233	95.4936862408	117.570333746	22.0766475048
29910	-70.3703959657	-12.8621403396	-57.5082556261	10.3629028556	0.100755072885	25.8680850985	0.186256649187	102.852417837	138.884089301	36.0316714637
29920	-71.2235926742	-13.1833446577	-58.0402480165	7.79120134697	0.0717411652815	31.6326522707	0.234448074512	108.601544405	134.923915825	26.3223714199
29930	-72.3120040708	-14.7124161279	-57.5995879429	7.79120134697	0.0717411652815	46.8132390934	0.344575954026	108.601544405	135.85753314	27.2559887356
29940	-72.0666974809	-14.7501881976	-57.3165092833	8.15549138856	0.0851718199438	46.8132390934	0.344575954026	95.7534005254	135.85753314	40.1041326149
29950	-72.0666974809	-14.7501881976	-57.3165092833	8.15549138856	0.0851718199438	46.8132390934	0.344575954026	95.7534005254	135.85753314	40.1041326149
29960	-71.297308399	-13.6627986523	-57.6345097467	8.15549138856	0.0851718199438	36.0203244796	0.263595114714	95.7534005254	136.650197477	40.8967969511
29970	-73.6922089263	-13.1783301169	-60.5138788094	7.91869467762	0.0823810436394	31.3994054808	0.279416246914	96.1227768888	112.375016942	16.2522400532
29980	-72.958821107	-13.1096338517	-59.8491872553	8.15199540695	0.105055223101	30.5147268866	0.221157280299	77.597240445	137.97749206	60.3802516154
29990	-72.1890725856	-13.0342783538	-59.1547942318	12.2733028646	0.142854309931	25.6537488722	0.169473771381	85.9148237846	151.372974491	65.4581507067
30000	-71.3283912428	-12.971447427	-58.3569438157	11.6660522237	0.121795683388	25.6537488722	0.169473771381	95.7837905181	151.372974491	55.5891839732
30010	-71.0657981625	-13.5441097224	-57.5216884402	14.7916304399	0.131381962237	28.1828955402	0.231785561646	112.584940795	121.590384406	9.00544361124
30020	-70.1066406765	-14.1679737439	-55.9386669326	20.9519953126	0.209657304454	28.1828955402	0.231785561646	99.934487697	121.590384406	21.6558967087
30030	-71.3348082918	-14.8751942228	-56.459614069	26.37257509	0.25130151111	29.7694936969	0.255168209712	104.943957454	116.666154183	11.7221967294
30040	-73.0950718412	-15.3426698095	-57.7524020317	25.1015610048	0.298762404505	35.6710238622	0.251947103435	84.0184729616	141.581400921	57.5629279591
30050	-72.5487639808	-15.1869415814	-57.3618223993	25.1015610048	0.298762404505	34.1059985607	0.259690124492	84.0184729616	131.333444533	47.3149715713
30060	-70.9894736012	-15.7348741752	-55.254599426	22.0086110309	0.22336381432	42.713386924	0.299976262988	98.5325716162	142.389222729	43.8566511126
30070	-69.9668224626	-13.325843244	-56.6409792186	16.3399798796	0.173428498771	24.4452223022	0.196398039353	94.2173863889	124.46775122	30.2503648307
30080	-69.9668224626	-13.325843244	-56.6409792186	16.3399798796	0.173428498771	24.4452223022	0.196398039353	94.2173863889	124.46775122	30.2503648307
30090	-69.9580635912	-13.7255211704	-56.2325424208	16.3399798796	0.173428498771	28.4329022875	0.205497317924	94.2173863889	138.361427656	44.1440412674
30100	-69.8109574739	-12.9191298032	-56.8918276707	15.1310944193	0.146429587992	21.637174927	0.173195377758	103.33358597	124.929286261	21.5957002913
30110	-69.8109574739	-12.9191298032	-56.8918276707	15.1310944193	0.146429587992	21.637174927	0.173195377758	103.33358597	124.929286261	21.5957002913
30120	-69.8109574739	-12.9191298032	-56.8918276707	15.1310944193	0.146429587992	21.637174927	0.173195377758	103.33358597	124.929286261	21.5957002913
30130	-70.7562931965	-12.5321297525	-58.2241634441	10.1971142886	0.116313433653	22.7331854663	0.171280616241	87.6692740332	132.724799601	45.0555255683
30140	-70.060495649	-13.4523679245	-56.6081277245	19.3412679801	0.174541463033	22.7331854663	0.171280616241	110.811881853	132.724799601	21.9129177481
30150	-70.9946683739	-13.2407539809	-57.753914393	17.1978271537	0.201842853042	22.7331854663	0.171280616241	85.2040431181	132.724799601	47.5207564834
30160	-70.2672826529	-12.6650779397	-57.6022047132	15.4448573601	0.165707364076	18.7812548786	0.155556074505	93.2056185083	120.736235717	27.5306172086
30170	-72.4643143038	-12.4840699719	-59.9802443318	14.717459026	0.11611145032	17.7622730013	0.141452522011	126.752865332	125.570564234	-1.18230109781
30180	-71.658672534	-13.4981738386	-58.1604986953	24.7633742084	0.21123493463	17.7622730013	0.141452522011	117.231433578	125.570564234	8.33913065664
30190	-70.79756231	-14.1897194212	-56.6078428888	31.6028921269	0.287172842127	17.7622730013	0.141452522011	110.048331495	125.570564234	15.522232739
30200	-73.7205471559	-13.9594784432	-59.7610687127	27.173161026	0.241143285468	19.8909033181	0.186173082474	112.684709314	106.840919502	-5.84378981173
30210	-70.9649457789	-13.2540546296	-57.7108911493	24.6384765859	0.257664065451	15.403698159	0.137303765497	95.6224786051	112.18700451	16.5645259048
30220	-70.3140016957	-14.3516642644	-55.9623374314	31.2255686409	0.310354593587	19.7112533661	0.166062323585	100.612555078	118.697925818	18.0853707402
30230	-70.263893138	-14.2682631616	-55.9956299764	23.7332138226	0.232793862277	26.3931295467	0.220090664703	101.949482647	119.919350429	17.9698677822
30240	-70.3391946607	-14.0780404344	-56.2611542263	21.8359362042	0.227844208292	26.3931295467	0.220090664703	95.8371352422	119.919350429	24.0822151871
30250	-70.2581186958	-13.7571204856	-56.5009982102	18.6689442686	0.185636656148	26.3931295467	0.220090664703	100.567122119	119.919350429	19.3522283102
30260	-70.0497803018	-14.9349469221	-55.1148333798	18.6689442686	0.185636656148	38.1018824876	0.289602088448	100.567122119	131.566324994	30.9992028748
30270	-70.1191185449	-14.9686936403	-55.1504249047	29.6227148572	0.30539400778	27.4332767475	0.222147070451	96.9983500087	123.491508088	26.4931580796
30280	-70.8985541685	-14.8494010975	-56.049153071	24.5432322367	0.264890348049	31.3237490531	0.258735617898	92.6543092922	121.064696494	28.410387202
30290	-70.8859951194	-15.1257554491	-55.7602396704	26.1436565187	0.269717812355	32.4689062003	0.271870239534	96.9296624884	119.427953041	22.4982905526
30300	-69.8881367086	-14.8645433072	-55.0235934014	25.9910352627	0.273877451421	30.0558796683	0.221236969952	94.9002377809	135.853784631	40.9535468503
30310	-70.7178925902	-13.7141753562	-57.003717234	25.9910352627	0.273877451421	18.6122427223	0.161194405518	94.9002377809	115.464570018	20.5643322366
30320	-70.8507508191	-15.2961154907	-55.5546353284	36.3894580269	0.393219143819	23.9044468526	0.170627163584	92.5424374651	140.097545728	47.5551082625
30330	-70.8507508191	-15.2961154907	-55.5546353284	36.3894580269	0.393219143819	23.9044468526	0.170627163584	92.5424374651	140.097545728	47.5551082625
30340	-70.8229541443	-16.2419437104	-54.5810104339	45.7839358786	0.457023489112	23.9044468526	0.170627163584	100.178518105	140.097545728	39.9190276223
30350	-70.7587140891	-15.1792020314	-55.5795120577	28.8693012126	0.269189621385	30.3383032985	0.211822462188	107.245223884	143.225147065	35.9799231808
30360	-71.1190169087	-15.5111168678	-55.6079000408	26.251385605	0.293865058109	36.1865724747	0.275941820727	89.3314291056	131.138413088	41.8069839821
30370	-70.9736928547	-16.0272816489	-54.9464112057	25.3887275999	0.275994027791	42.1806578096	0.324033332285	91.9901340007	130.173823514	38.1836895134
30380	-70.444277377	-15.1624690635	-55.2818083135	16.8497065361	0.166889236732	42.1806578096	0.324033332285	100.963410619	130.173823514	29.2104128947
30390	-70.444277377	-15.1624690635	-55.2818083135	16.8497065361	0.166889236732	42.1806578096	0.324033332285	100.963410619	130.173823514	29.2104128947
30400	-70.0502932339	-13.2584267702	-56.7918664638	16.8497065361	0.166889236732	23.2717088495	0.192559359434	100.963410619	120.854727176	19.8913165563
30410	-71.1936671858	-14.9368872864	-56.2567798994	28.1077299546	0.250023690699	28.702359317	0.205356182271	112.420266559	139.768664374	27.3483978149
30420	-71.7522513826	-14.2877743935	-57.4644769891	22.2468100908	0.249530198468	28.0909175332	0.187082393131	89.1547805733	150.152652332	60.9978717586
30430	-70.0376786548	-14.19075826	-55.8469203948	22.5173207972	0.241272127867	26.8313040806	0.214281874609	93.3274845971	125.21499604	31.8875114431
30440	-70.2278973392	-15.0284864989	-55.1994108404	30.8101157582	0.325759555338	26.8313040806	0.214281874609	94.57931549	125.21499604	30.6356805502
30450	-71.1512932381	-16.043004935	-55.1082883031	30.8101157582	0.325759555338	36.9332161027	0.257554214218	94.57931549	143.399773965	48.8204584754
